wiI7pd,dealership_name,manual_label,review_id
Parking was available.,HONDA Point,,407
???????? ??,HONDA Point,,408
"Its Honda Dealership for Automobiles. You get all services under one roof, i.e., from buying new car to service to body work. A great place and with staff that has been trained to work by Honda. Staff is friendly.
Space is crowded and usually wait time is high afternoon usually and very busy on Saturdays. Its recommended if you own a Honda or want to own one.",HONDA Point,,409
New cars and workshop,HONDA Point,,410
Excellent service....,HONDA Point,,411
My favourite place to service my Honda civic 2018,HONDA Point,,413
They have a good team,HONDA Point,,414
"The Good: Conveniently located with ample parking space and well kept office. The staff is pleasant and reasonable communicators. Has an app to schedule a test drive, check status of car delivery.

The Bad: Need to be a little clear upon the delays in receiving the car prior to a customer's arrival. They wash the car before giving it to you so expect a delay of about 2-3 hours especially around Friday break.

The Ugly: Word of caution: Reconfirm your ordered color choice/have it down on formal documentation.
Messed our color choice. However, were told that we would have to cough up extra money (price change due to $$ hike) and wait another month despite it being an error on their part.  Admittedly my brother was double minded about the car choice, however the system had correctly recorded the color choice but were given another color.",HONDA Point,,415
Non professionals,HONDA Point,,416
Big workshop for car service,HONDA Point,,417
I had a wonderful experience . Their professionalism is second to none. I would highly recommend their customer representative Laiba Shahzad for her exceptional customer relationship skills. Their overall management and servicing departing esp are very helpful & detail oriented.,HONDA Point,,418
"Good service, reliable and helpful staff. Ask for Salman Ahmed the advisor.
They do charge 2% extra on credit/debit cards.

ProTip: take appointments on phone, it can get crowded.",HONDA Point,,419
Not visited,HONDA Point,,420
The workshop is good they provide speedy services,HONDA Point,,421
Quite well but they stole engine oil be careful,HONDA Point,,422
I do internship here,HONDA Point,,423
"Good 3S Honda Point, They not deal in Honda Japanese car. Just Pakistan assembled car services available here. Waiting time for customers is pathetic. Some mechanic are in attitude gestures.
Office staff is good.",HONDA Point,,424
Staff is not cooperative,HONDA Point,,425
Always helpful,HONDA Point,,426
Good services as compared to all other honda showroom,HONDA Point,,427
Too crowded.. too small.. too slow.,HONDA Point,,428
Professionals.....,HONDA Point,,429
best in maintainance,HONDA Point,,430
Surpisingly they only provide service for Honda cars from production range in Pakistan. No service available for imported Honda cars.,HONDA Point,,431
Good showroom,HONDA Point,,434
Lack of professionalism.,HONDA Point,,435
Not satisfied,HONDA Point,,436
Eager to sell - but once you have paid - the efficiency level in delivery gets poor.,HONDA Point,,438
Routine maintenance. my car has been very well attended. Fully satisfied.,HONDA Point,,439
Cooperative ???? ??,HONDA Point,,440
