wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
Great People,Suzuki Khalid Motors (Link Ferozpur),,220,0.96830004,1
"Nice people, good work",Suzuki Khalid Motors (Link Ferozpur),,221,0.96142143,1
This is a show room of bikes and cars. And service centre for cars only,Suzuki Khalid Motors (Link Ferozpur),,222,0.6997051,1
"poor service, arrogant staff.",Suzuki Khalid Motors (Link Ferozpur),,223,0.1946696,0
Best place to buy Suzuki cars.,Suzuki Khalid Motors (Link Ferozpur),,224,0.9614728,1
Good and professional team.,Suzuki Khalid Motors (Link Ferozpur),,225,0.85794,1
very helpful management,Suzuki Khalid Motors (Link Ferozpur),,227,0.6696443,1
Authorized Suzuki workshop with excellent service,Suzuki Khalid Motors (Link Ferozpur),,228,0.97870195,1
Good for maintenance of suzuki cars,Suzuki Khalid Motors (Link Ferozpur),,229,0.95823884,1
Very humble staff,Suzuki Khalid Motors (Link Ferozpur),,230,0.25560015,0
Ok  but not excellent,Suzuki Khalid Motors (Link Ferozpur),,231,0.58608407,1
Good Suzuki 3S facility,Suzuki Khalid Motors (Link Ferozpur),,232,0.95803666,1
Very poor service.,Suzuki Khalid Motors (Link Ferozpur),,233,0.17810778,0
Well behaved staff.,Suzuki Khalid Motors (Link Ferozpur),,234,0.31525642,0
It's was Great Experience,Suzuki Khalid Motors (Link Ferozpur),,237,0.96386194,1
Gud Suzuki dealer ship,Suzuki Khalid Motors (Link Ferozpur),,238,0.3096415,0
Labour price is very high.,Suzuki Khalid Motors (Link Ferozpur),,240,0.84150434,1
Poor post sales service,Suzuki Khalid Motors (Link Ferozpur),,242,0.19108194,0
Nice work shop,Suzuki Khalid Motors (Link Ferozpur),,243,0.95766866,1
Happy to visit here.,Suzuki Khalid Motors (Link Ferozpur),,244,0.96212983,1
Not so good,Suzuki Khalid Motors (Link Ferozpur),,246,0.9459421,1
Deteriorating service due to circumstances,Suzuki Khalid Motors (Link Ferozpur),,248,0.28210205,0
Sss services in town,Suzuki Khalid Motors (Link Ferozpur),,250,0.3061173,0
Buyed my second new car,Suzuki Khalid Motors (Link Ferozpur),,252,0.42968673,0
Little bits better,Suzuki Khalid Motors (Link Ferozpur),,253,0.7149794,1
Very Professional Staff,Suzuki Khalid Motors (Link Ferozpur),,254,0.4852232,0
Staff wasn't cooperative,Suzuki Khalid Motors (Link Ferozpur),,255,0.30067062,0
Suzuki trusted showroom for cars and bikes,Suzuki Khalid Motors (Link Ferozpur),,256,0.31466305,0
Good Suzuki vehicles dealership,Suzuki Khalid Motors (Link Ferozpur),,258,0.95705163,1
Educated staff and coporative staff,Suzuki Khalid Motors (Link Ferozpur),,259,0.30085468,0
Good mechanical work,Suzuki Khalid Motors (Link Ferozpur),,260,0.9548182,1
Old working place,Suzuki Khalid Motors (Link Ferozpur),,262,0.47780696,0
Available all Suzuki barnds,Suzuki Khalid Motors (Link Ferozpur),,263,0.8666385,1
Good service..,Suzuki Khalid Motors (Link Ferozpur),,264,0.95621544,1
Good view outside,Suzuki Khalid Motors (Link Ferozpur),,265,0.822594,1
Good experience....,Suzuki Khalid Motors (Link Ferozpur),,267,0.957092,1
Average service and area,Suzuki Khalid Motors (Link Ferozpur),,268,0.2835628,0
All service's available,Suzuki Khalid Motors (Link Ferozpur),,269,0.86217976,1
Excelent services,Suzuki Khalid Motors (Link Ferozpur),,270,0.3208518,0
suzuki sale service and spares dealer,Suzuki Khalid Motors (Link Ferozpur),,276,0.3107187,0
Best for your suzuki,Suzuki Khalid Motors (Link Ferozpur),,277,0.9645479,1
Good fair enough,Suzuki Khalid Motors (Link Ferozpur),,278,0.9307395,1
Good service,Suzuki Khalid Motors (Link Ferozpur),,280,0.95621544,1
Exchange of car is just Drama,Suzuki Khalid Motors (Link Ferozpur),,282,0.29143447,0
Excellent service!,Suzuki Khalid Motors (Link Ferozpur),,283,0.98042727,1
Liters had bhai. .,Suzuki Khalid Motors (Link Ferozpur),,286,0.30954078,0
Staff is lazy.,Suzuki Khalid Motors (Link Ferozpur),,288,0.3950382,0
Suzuki car best showroom,Suzuki Khalid Motors (Link Ferozpur),,289,0.9647806,1
Best service,Suzuki Khalid Motors (Link Ferozpur),,291,0.963393,1
These are thieves,Suzuki Khalid Motors (Link Ferozpur),,292,0.3091854,0
Good service,Suzuki Khalid Motors (Link Ferozpur),,293,0.95621544,1
No customer guidance,Suzuki Khalid Motors (Link Ferozpur),,294,0.30212578,0
Good Show Room,Suzuki Khalid Motors (Link Ferozpur),,296,0.9541745,1
Very Expensive..,Suzuki Khalid Motors (Link Ferozpur),,297,0.15329945,0
Good service,Suzuki Khalid Motors (Link Ferozpur),,298,0.95621544,1
Good service,Suzuki Khalid Motors (Link Ferozpur),,299,0.95621544,1
Not a good deiler,Suzuki Khalid Motors (Link Ferozpur),,301,0.2072355,0
Very expensive maintenance,Suzuki Khalid Motors (Link Ferozpur),,302,0.15407303,0
Good services,Suzuki Khalid Motors (Link Ferozpur),,303,0.95589054,1
Good service,Suzuki Khalid Motors (Link Ferozpur),,305,0.95621544,1
Satisfactory sevice,Suzuki Khalid Motors (Link Ferozpur),,306,0.3172695,0
highly Recommend,Suzuki Khalid Motors (Link Ferozpur),,307,0.7733629,1
Excellent service,Suzuki Khalid Motors (Link Ferozpur),,308,0.98042727,1
Good service,Suzuki Khalid Motors (Link Ferozpur),,310,0.95621544,1
Good service,Suzuki Khalid Motors (Link Ferozpur),,311,0.95621544,1
Good service,Suzuki Khalid Motors (Link Ferozpur),,312,0.95621544,1
Good service,Suzuki Khalid Motors (Link Ferozpur),,313,0.95621544,1
Good service,Suzuki Khalid Motors (Link Ferozpur),,314,0.95621544,1
Professional team at work,Suzuki Khalid Motors (Link Ferozpur),,316,0.4085112,0
Good for service,Suzuki Khalid Motors (Link Ferozpur),,317,0.9558272,1
Good experience,Suzuki Khalid Motors (Link Ferozpur),,318,0.957092,1
Great Services,Suzuki Khalid Motors (Link Ferozpur),,319,0.9673355,1
Good stock of cars,Suzuki Khalid Motors (Link Ferozpur),,320,0.9558632,1
Good services,Suzuki Khalid Motors (Link Ferozpur),,321,0.95589054,1
Great Experience,Suzuki Khalid Motors (Link Ferozpur),,323,0.96826047,1
Co operative staff,Suzuki Khalid Motors (Link Ferozpur),,325,0.31762248,0
Good hospitality,Suzuki Khalid Motors (Link Ferozpur),,326,0.95527875,1
good service,Suzuki Khalid Motors (Link Ferozpur),,327,0.95621544,1
Good enivornement,Suzuki Khalid Motors (Link Ferozpur),,328,0.9552157,1
Bad service,Suzuki Khalid Motors (Link Ferozpur),,331,0.13493465,0
I purchase new car,Suzuki Khalid Motors (Link Ferozpur),,332,0.6844011,1
Nice dealing,Suzuki Khalid Motors (Link Ferozpur),,335,0.95820004,1
Didn't visit,Suzuki Khalid Motors (Link Ferozpur),,338,0.30147013,0
suzuki car sale centre,Suzuki Khalid Motors (Link Ferozpur),,339,0.31808656,0
Badest experience,Suzuki Khalid Motors (Link Ferozpur),,341,0.31741235,0
Friendly staff.,Suzuki Khalid Motors (Link Ferozpur),,344,0.8867096,1
Its OK guyz...,Suzuki Khalid Motors (Link Ferozpur),,345,0.91062486,1
Good  position,Suzuki Khalid Motors (Link Ferozpur),,346,0.9554548,1
Average service,Suzuki Khalid Motors (Link Ferozpur),,348,0.29321063,0
Poor service,Suzuki Khalid Motors (Link Ferozpur),,350,0.19644181,0
Parts are costly,Suzuki Khalid Motors (Link Ferozpur),,351,0.30834743,0
Easily accessible....,Suzuki Khalid Motors (Link Ferozpur),,352,0.85377175,1
Satisfied work,Suzuki Khalid Motors (Link Ferozpur),,355,0.94413817,1
Average Service,Suzuki Khalid Motors (Link Ferozpur),,356,0.29321063,0
Great place to in,Suzuki Khalid Motors (Link Ferozpur),,357,0.9650717,1
So expensive,Suzuki Khalid Motors (Link Ferozpur),,358,0.18035875,0
Skilled staff,Suzuki Khalid Motors (Link Ferozpur),,359,0.91994953,1
Bad location,Suzuki Khalid Motors (Link Ferozpur),,360,0.13555688,0
Official Suzuki Motors workshop,Suzuki Khalid Motors (Link Ferozpur),,361,0.3093544,0
Excellent proteomics,Suzuki Khalid Motors (Link Ferozpur),,362,0.98,1
Dnt know about it,Suzuki Khalid Motors (Link Ferozpur),,364,0.30248365,0
Just buy a car,Suzuki Khalid Motors (Link Ferozpur),,365,0.306236,0
Inexperienced technicians.,Suzuki Khalid Motors (Link Ferozpur),,366,0.43062678,0
Accumudating staff,Suzuki Khalid Motors (Link Ferozpur),,367,0.31519267,0
It was good,Suzuki Khalid Motors (Link Ferozpur),,368,0.9526343,1
Very costly,Suzuki Khalid Motors (Link Ferozpur),,369,0.67205685,1
Expert in auto mobile,Suzuki Khalid Motors (Link Ferozpur),,372,0.30607313,0
Nice expertise,Suzuki Khalid Motors (Link Ferozpur),,374,0.9573964,1
Poor service,Suzuki Khalid Motors (Link Ferozpur),,376,0.19644181,0
Non cooperative,Suzuki Khalid Motors (Link Ferozpur),,377,0.31688285,0
Good Suzuki mot,Suzuki Khalid Motors (Link Ferozpur),,382,0.95774,1
Professional staff,Suzuki Khalid Motors (Link Ferozpur),,383,0.43776137,0
True professional,Suzuki Khalid Motors (Link Ferozpur),,384,0.7350691,1
True professionals,Suzuki Khalid Motors (Link Ferozpur),,387,0.90490645,1
Brought car from here,Suzuki Khalid Motors (Link Ferozpur),,392,0.30613282,0
Professional staff,Suzuki Khalid Motors (Link Ferozpur),,398,0.43776137,0
For car tuning,Suzuki Khalid Motors (Link Ferozpur),,416,0.31658792,0
Suzuki S3 dealer,Suzuki Khalid Motors (Link Ferozpur),,418,0.32092813,0
Suzuki dealership and workshop,Suzuki Khalid Motors (Link Ferozpur),,420,0.31814778,0
Rent a car.,Suzuki Khalid Motors (Link Ferozpur),,423,0.31263927,0
Conjusted workshop ...,Suzuki Khalid Motors (Link Ferozpur),,424,0.31722003,0
Just Ordinary,Suzuki Khalid Motors (Link Ferozpur),,428,0.24085449,0
Bilal tanoli,Suzuki Khalid Motors (Link Ferozpur),,430,0.31384802,0
Professionals!,Suzuki Khalid Motors (Link Ferozpur),,432,0.32340747,0
Car show room,Suzuki Khalid Motors (Link Ferozpur),,433,0.3122841,0
Average ...,Suzuki Khalid Motors (Link Ferozpur),,434,0.30201375,0
Suzuki car point,Suzuki Khalid Motors (Link Ferozpur),,435,0.32304007,0
Suzuki dealer,Suzuki Khalid Motors (Link Ferozpur),,436,0.32369003,0
Suzuki dealer,Suzuki Khalid Motors (Link Ferozpur),,437,0.32369003,0
Cars showroom,Suzuki Khalid Motors (Link Ferozpur),,438,0.32578486,0
Suzuki showroom,Suzuki Khalid Motors (Link Ferozpur),,439,0.32496008,0
Suzuki Khalid Motors,Suzuki Khalid Motors (Link Ferozpur),,440,0.31712446,0
Mene last 3 din pely visit kia for first checkup gari k door waly shesho me sy awaz ati te band krne par ink staff ma bnda kahta daj me farak hota hy or usny masla hal nai kia bad experience,Suzuki Khalid Motors (Link Ferozpur),,441,0.3105801,0
New gari defected.....koi help naÃ¬ karta,Suzuki Khalid Motors (Link Ferozpur),,442,0.59463,1
in BC k pass gadi book krwa k galti kr li mjy aik dafa gadi mil jaye in sy kbi filter b na loon lakh di lanat puray showroom pr,Suzuki Khalid Motors (Link Ferozpur),,443,0.32860813,0
"inthai ghatia service he
mere pas suzuki wagon r he
aj main wahan apni gari ki tuning ke lie gaya tha meri gari bhi theek nai hoi or Â",Suzuki Khalid Motors (Link Ferozpur),,444,0.25860012,0
Boht achi moters hy,Suzuki Khalid Motors (Link Ferozpur),,447,0.30103126,0
Achi jaga hai,Suzuki Khalid Motors (Link Ferozpur),,448,0.3087421,0
Good experienced,Suzuki Khalid Motors (Link Ferozpur),,451,0.96546125,1
Suzuki show pie,Suzuki Khalid Motors (Link Ferozpur),,457,0.31500614,0
Suzuki Motor,Suzuki Khalid Motors (Link Ferozpur),,458,0.32196933,0
