wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
Website is not up to date,Suzuki Raiwind Motors (Raiwind Rd),,278,0.27286643,0
we buy carry bolan 1073500,Suzuki Raiwind Motors (Raiwind Rd),,279,0.31199077,0
Poor service,Suzuki Raiwind Motors (Raiwind Rd),,280,0.19644181,0
Good place for vehicle purchase,Suzuki Raiwind Motors (Raiwind Rd),,281,0.9567156,1
Un- professional staff,Suzuki Raiwind Motors (Raiwind Rd),,282,0.42227823,0
Every this is good there.,Suzuki Raiwind Motors (Raiwind Rd),,283,0.94963294,1
Nice places for cars,Suzuki Raiwind Motors (Raiwind Rd),,284,0.9568743,1
Now a days pak suzuki service not good,Suzuki Raiwind Motors (Raiwind Rd),,285,0.2129202,0
Staff is casual less focused on work,Suzuki Raiwind Motors (Raiwind Rd),,286,0.19738351,0
Previously 8 months ago i had good experience as mentioned below  ,Suzuki Raiwind Motors (Raiwind Rd),,287,0.7204149,1
"They work well but the place is too congested, slots are less than the work volume. They should expand the service area",Suzuki Raiwind Motors (Raiwind Rd),,288,0.2325121,0
That was a good place,Suzuki Raiwind Motors (Raiwind Rd),,289,0.9525361,1
Good and cooperative all staff,Suzuki Raiwind Motors (Raiwind Rd),,290,0.95649177,1
"Wasn't expecting such great service and customer care at a Suzuki dealership. The staff are very courteous, co-operative and patient. Was pleased enough to come online and leave this review!  ",Suzuki Raiwind Motors (Raiwind Rd),,291,0.69769096,1
Suzuki Raiwind,Suzuki Raiwind Motors (Raiwind Rd),,292,0.3219505,0
"No proper guidance to customer.Suzuki staff is busy chatting.Yesterday I went to buy a Suzuki car and had to return with all the documents and cash.Despite all the staff, there was no one to negotiate.vist date 3 Agust 3:10pm",Suzuki Raiwind Motors (Raiwind Rd),,293,0.33873683,0
Good experience,Suzuki Raiwind Motors (Raiwind Rd),,294,0.957092,1
