wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
Lovely  Suzuki Showroom Especially Nice Staff To Help You.,Suzuki Mini Motors (Gulberg 3),,212,0.96011716,1
Quick response..gud service,Suzuki Mini Motors (Gulberg 3),,213,0.8542637,1
Perfect place to keep car in good condition,Suzuki Mini Motors (Gulberg 3),,214,0.9628182,1
Best 3S dealership of Suzuki Motor Company Ltd,Suzuki Mini Motors (Gulberg 3),,216,0.95967937,1
Best services dealership in lahore,Suzuki Mini Motors (Gulberg 3),,217,0.959905,1
Near to Gulberg. Good services,Suzuki Mini Motors (Gulberg 3),,218,0.88339156,1
Good place to get right your suzuki vehicle they are expert in their field but its expensive.,Suzuki Mini Motors (Gulberg 3),,219,0.62369853,1
Experienced staff and quality work,Suzuki Mini Motors (Gulberg 3),,220,0.96767116,1
Perfect place to keep your car in perfect condition.,Suzuki Mini Motors (Gulberg 3),,221,0.9726211,1
Nice communication and good service,Suzuki Mini Motors (Gulberg 3),,222,0.95949143,1
Sazuki cars all matters solve in 1 place,Suzuki Mini Motors (Gulberg 3),,223,0.29802674,0
Good showroom with good staff and services,Suzuki Mini Motors (Gulberg 3),,224,0.95249695,1
Nice environment friendly employee,Suzuki Mini Motors (Gulberg 3),,225,0.94361407,1
Staff was fully Cooperative and experienced,Suzuki Mini Motors (Gulberg 3),,226,0.9646421,1
Overall Good Services - sales & services,Suzuki Mini Motors (Gulberg 3),,227,0.79315007,1
Mr. Faizi a well trained mechanic on this dealership,Suzuki Mini Motors (Gulberg 3),,228,0.2934543,0
Service center staff is friendly and professional,Suzuki Mini Motors (Gulberg 3),,229,0.50601405,1
Highly recommended,Suzuki Mini Motors (Gulberg 3),,230,0.7782114,1
Service charges are high.,Suzuki Mini Motors (Gulberg 3),,231,0.7322138,1
Sales staff behavior is not good.,Suzuki Mini Motors (Gulberg 3),,232,0.20210142,0
Good place for car service,Suzuki Mini Motors (Gulberg 3),,233,0.95451355,1
They sale Suzuki vehicles and also have workshop for maintenance.,Suzuki Mini Motors (Gulberg 3),,234,0.30662498,0
Good peoples and great work,Suzuki Mini Motors (Gulberg 3),,235,0.96165496,1
Best Suzuki dealership well trained staff,Suzuki Mini Motors (Gulberg 3),,236,0.9643117,1
Excellent place for car maintenance.,Suzuki Mini Motors (Gulberg 3),,237,0.9799597,1
Quick service,Suzuki Mini Motors (Gulberg 3),,238,0.86776817,1
Staff isn't very supportive.,Suzuki Mini Motors (Gulberg 3),,239,0.9408547,1
Nice visit of Mini Motors,Suzuki Mini Motors (Gulberg 3),,240,0.95180595,1
Good services.,Suzuki Mini Motors (Gulberg 3),,241,0.95589054,1
Nice Place for Quiltey Work,Suzuki Mini Motors (Gulberg 3),,242,0.95435846,1
Need proper technical staffff.,Suzuki Mini Motors (Gulberg 3),,243,0.31237483,0
Friendly staff,Suzuki Mini Motors (Gulberg 3),,244,0.8867096,1
Good place for repairing cars,Suzuki Mini Motors (Gulberg 3),,245,0.9565218,1
"Suzuki Township is closed as dealership ended, now Honda is going to operate from here.",Suzuki Mini Motors (Gulberg 3),,246,0.23469321,0
Suzuki Dealership. Their work shop used to be good.,Suzuki Mini Motors (Gulberg 3),,247,0.94423974,1
Excellent services,Suzuki Mini Motors (Gulberg 3),,248,0.9802685,1
Best thing is it opens on Sunday,Suzuki Mini Motors (Gulberg 3),,249,0.9506211,1
One of the best 3S Suzuki dealership in Lahore.,Suzuki Mini Motors (Gulberg 3),,250,0.9594433,1
We always satisfied,Suzuki Mini Motors (Gulberg 3),,251,0.94395566,1
Good place for your Suzuki vehicles,Suzuki Mini Motors (Gulberg 3),,252,0.95683134,1
This Place is only repair Suzuki's cars..,Suzuki Mini Motors (Gulberg 3),,253,0.7320417,1
Nice work but expensive,Suzuki Mini Motors (Gulberg 3),,254,0.75888145,1
nice near and clean workshop,Suzuki Mini Motors (Gulberg 3),,256,0.9220176,1
Bocz i have do job in this place,Suzuki Mini Motors (Gulberg 3),,257,0.2920315,0
Well managed,Suzuki Mini Motors (Gulberg 3),,258,0.32407862,0
Sales Staff behavior is bad.,Suzuki Mini Motors (Gulberg 3),,259,0.13301244,0
Good service,Suzuki Mini Motors (Gulberg 3),,260,0.95621544,1
Service not very good,Suzuki Mini Motors (Gulberg 3),,261,0.21707925,0
Good experience,Suzuki Mini Motors (Gulberg 3),,262,0.957092,1
Customers care and good services,Suzuki Mini Motors (Gulberg 3),,264,0.9520267,1
Competent Mechanics. Good workshop.,Suzuki Mini Motors (Gulberg 3),,265,0.9443825,1
well organised auto work shop,Suzuki Mini Motors (Gulberg 3),,266,0.3066855,0
Very good suzuki workshop. Recommend,Suzuki Mini Motors (Gulberg 3),,267,0.97424805,1
Excellent support by Suzuki service team,Suzuki Mini Motors (Gulberg 3),,268,0.9778723,1
Good experience,Suzuki Mini Motors (Gulberg 3),,269,0.957092,1
"Suzuki official shroom, can buy all mini motors of Suzuki from here.",Suzuki Mini Motors (Gulberg 3),,270,0.28456303,0
Excellent services by mini motors,Suzuki Mini Motors (Gulberg 3),,271,0.9767074,1
Service is very good,Suzuki Mini Motors (Gulberg 3),,272,0.9715717,1
They are just ok,Suzuki Mini Motors (Gulberg 3),,273,0.90299875,1
Body shop and maintenance shop both are good,Suzuki Mini Motors (Gulberg 3),,274,0.9515915,1
Good quality of service,Suzuki Mini Motors (Gulberg 3),,275,0.95663464,1
I visit here for service of my car,Suzuki Mini Motors (Gulberg 3),,276,0.29954892,0
Precision and accuracy is their art,Suzuki Mini Motors (Gulberg 3),,277,0.29258147,0
Authorised Dealer for Suzuki Motors Pakistan. Sale Center,Suzuki Mini Motors (Gulberg 3),,278,0.26040646,0
Best place for Suzuki Car's Maintenance,Suzuki Mini Motors (Gulberg 3),,279,0.9631715,1
My favorite place of car mentions,Suzuki Mini Motors (Gulberg 3),,280,0.9355125,1
Great services,Suzuki Mini Motors (Gulberg 3),,281,0.9673355,1
Very high price of parts,Suzuki Mini Motors (Gulberg 3),,282,0.85290664,1
Very nice and brilliant ,Suzuki Mini Motors (Gulberg 3),,283,0.9734355,1
Great customer service,Suzuki Mini Motors (Gulberg 3),,284,0.9663473,1
Good service,Suzuki Mini Motors (Gulberg 3),,285,0.95621544,1
Good overall experience,Suzuki Mini Motors (Gulberg 3),,286,0.8156575,1
Good workshop and staff,Suzuki Mini Motors (Gulberg 3),,287,0.9556072,1
This place is so awesome,Suzuki Mini Motors (Gulberg 3),,288,0.97517866,1
just one word..... Great!,Suzuki Mini Motors (Gulberg 3),,289,0.95842224,1
All facilities under one roof,Suzuki Mini Motors (Gulberg 3),,290,0.3060472,0
Best customer services,Suzuki Mini Motors (Gulberg 3),,291,0.9611607,1
Patatic service of their accounts department,Suzuki Mini Motors (Gulberg 3),,292,0.29386774,0
Expert mechanic but little costly,Suzuki Mini Motors (Gulberg 3),,293,0.2615487,0
Best Suzuki car maintenance workshop,Suzuki Mini Motors (Gulberg 3),,294,0.96477365,1
I wanna buy car from here,Suzuki Mini Motors (Gulberg 3),,296,0.29660884,0
great experience,Suzuki Mini Motors (Gulberg 3),,297,0.96826047,1
One of the best Suzuki dealers.,Suzuki Mini Motors (Gulberg 3),,298,0.9614055,1
5 star service for suzuki customers,Suzuki Mini Motors (Gulberg 3),,299,0.29860255,0
Access is tricky and in  congested area.,Suzuki Mini Motors (Gulberg 3),,300,0.29065233,0
A well managed 7S dealership,Suzuki Mini Motors (Gulberg 3),,301,0.3104063,0
For new cars and repairs,Suzuki Mini Motors (Gulberg 3),,302,0.69161355,1
Good value of money,Suzuki Mini Motors (Gulberg 3),,303,0.9502174,1
V. Good Place,Suzuki Mini Motors (Gulberg 3),,304,0.9559823,1
Good place for maintain Suzuki cars,Suzuki Mini Motors (Gulberg 3),,305,0.9557042,1
Professionally maintained workshop,Suzuki Mini Motors (Gulberg 3),,306,0.4337228,0
Good for maintenance for Suzuki Car,Suzuki Mini Motors (Gulberg 3),,307,0.956597,1
bohat menga costly,Suzuki Mini Motors (Gulberg 3),,308,0.3073184,0
Good staff.,Suzuki Mini Motors (Gulberg 3),,309,0.95593554,1
Customer service is Mediocre.,Suzuki Mini Motors (Gulberg 3),,310,0.20622854,0
Good service,Suzuki Mini Motors (Gulberg 3),,311,0.95621544,1
A complete work shop for suzuki vehicles,Suzuki Mini Motors (Gulberg 3),,312,0.5783042,1
Best mechanical shop,Suzuki Mini Motors (Gulberg 3),,313,0.9623157,1
All solutions under one roof,Suzuki Mini Motors (Gulberg 3),,314,0.30927047,0
Need to improve workmanship,Suzuki Mini Motors (Gulberg 3),,315,0.2934436,0
Best palace for suzuki workshop,Suzuki Mini Motors (Gulberg 3),,317,0.96175605,1
Awesome service,Suzuki Mini Motors (Gulberg 3),,318,0.97844326,1
Excellent services,Suzuki Mini Motors (Gulberg 3),,319,0.9802685,1
Highly not recommended.,Suzuki Mini Motors (Gulberg 3),,320,0.42011875,0
highly recommended,Suzuki Mini Motors (Gulberg 3),,321,0.77821136,1
Great place for cars,Suzuki Mini Motors (Gulberg 3),,322,0.9686098,1
Superb staff .,Suzuki Mini Motors (Gulberg 3),,325,0.97831833,1
Nice staff.,Suzuki Mini Motors (Gulberg 3),,326,0.9579691,1
Good service,Suzuki Mini Motors (Gulberg 3),,327,0.95621544,1
Expensive but reliable.,Suzuki Mini Motors (Gulberg 3),,329,0.17659558,0
Expensive but good,Suzuki Mini Motors (Gulberg 3),,330,0.73758715,1
Good service,Suzuki Mini Motors (Gulberg 3),,331,0.95621544,1
Lovely People's,Suzuki Mini Motors (Gulberg 3),,333,0.93994147,1
Worst after sale.,Suzuki Mini Motors (Gulberg 3),,335,0.09794644,0
Good service,Suzuki Mini Motors (Gulberg 3),,336,0.95621544,1
Charge more for parts,Suzuki Mini Motors (Gulberg 3),,337,0.9114196,1
Not satisfactory,Suzuki Mini Motors (Gulberg 3),,338,0.30842707,0
Skilled work shop for Suzuki.,Suzuki Mini Motors (Gulberg 3),,339,0.9188122,1
Good service,Suzuki Mini Motors (Gulberg 3),,340,0.95621544,1
Meet to  every vehicle need,Suzuki Mini Motors (Gulberg 3),,341,0.297798,0
Good service,Suzuki Mini Motors (Gulberg 3),,342,0.95621544,1
Good service,Suzuki Mini Motors (Gulberg 3),,343,0.95621544,1
Great Experience.....,Suzuki Mini Motors (Gulberg 3),,344,0.96826047,1
Excellent service,Suzuki Mini Motors (Gulberg 3),,347,0.98042727,1
Best place suzuki car & bikes....,Suzuki Mini Motors (Gulberg 3),,348,0.96405655,1
Excellent experience,Suzuki Mini Motors (Gulberg 3),,349,0.9808229,1
Poor customer service,Suzuki Mini Motors (Gulberg 3),,350,0.19521992,0
A complete car care place,Suzuki Mini Motors (Gulberg 3),,351,0.5905519,1
Service is good,Suzuki Mini Motors (Gulberg 3),,353,0.95298004,1
great service,Suzuki Mini Motors (Gulberg 3),,354,0.9675773,1
Really good,Suzuki Mini Motors (Gulberg 3),,356,0.95503044,1
Nice range of cars,Suzuki Mini Motors (Gulberg 3),,357,0.9578257,1
Good workshop for Suzuki cars,Suzuki Mini Motors (Gulberg 3),,358,0.9580013,1
Good service,Suzuki Mini Motors (Gulberg 3),,359,0.95621544,1
Too congested area,Suzuki Mini Motors (Gulberg 3),,361,0.30141604,0
Good service,Suzuki Mini Motors (Gulberg 3),,362,0.95621544,1
Awesome showroom,Suzuki Mini Motors (Gulberg 3),,364,0.9788402,1
Good service,Suzuki Mini Motors (Gulberg 3),,365,0.95621544,1
Good Service,Suzuki Mini Motors (Gulberg 3),,366,0.95621544,1
Good service,Suzuki Mini Motors (Gulberg 3),,368,0.95621544,1
They are not professionals,Suzuki Mini Motors (Gulberg 3),,371,0.2946134,0
My fst car place,Suzuki Mini Motors (Gulberg 3),,372,0.31018025,0
Excellent service,Suzuki Mini Motors (Gulberg 3),,375,0.98042727,1
it is good place,Suzuki Mini Motors (Gulberg 3),,377,0.9518834,1
Good service,Suzuki Mini Motors (Gulberg 3),,378,0.95621544,1
They are awesome.,Suzuki Mini Motors (Gulberg 3),,379,0.9769046,1
Satisfied customer,Suzuki Mini Motors (Gulberg 3),,380,0.94333786,1
Good service,Suzuki Mini Motors (Gulberg 3),,382,0.95621544,1
Excellent Staff,Suzuki Mini Motors (Gulberg 3),,384,0.9803104,1
Overall good,Suzuki Mini Motors (Gulberg 3),,385,0.81674594,1
Well maintained.,Suzuki Mini Motors (Gulberg 3),,386,0.32406524,0
Good experience,Suzuki Mini Motors (Gulberg 3),,387,0.957092,1
Quick service,Suzuki Mini Motors (Gulberg 3),,388,0.86776817,1
Good Suzuki motor workshop,Suzuki Mini Motors (Gulberg 3),,389,0.95640063,1
Professional and respectful.,Suzuki Mini Motors (Gulberg 3),,391,0.8065738,1
Cooperative staff,Suzuki Mini Motors (Gulberg 3),,392,0.32343942,0
Mechanics are not good,Suzuki Mini Motors (Gulberg 3),,393,0.21224593,0
V expensive,Suzuki Mini Motors (Gulberg 3),,394,0.1802878,0
Good Suzuki out let,Suzuki Mini Motors (Gulberg 3),,395,0.95718133,1
Perfect place,Suzuki Mini Motors (Gulberg 3),,396,0.97969973,1
Best services for suzuki,Suzuki Mini Motors (Gulberg 3),,399,0.96232367,1
That's nice,Suzuki Mini Motors (Gulberg 3),,400,0.9571621,1
Access to this is not easy,Suzuki Mini Motors (Gulberg 3),,401,0.28774983,0
Good Experience,Suzuki Mini Motors (Gulberg 3),,402,0.957092,1
Gud service,Suzuki Mini Motors (Gulberg 3),,403,0.31674868,0
Gud service,Suzuki Mini Motors (Gulberg 3),,404,0.31674868,0
They are satisfying,Suzuki Mini Motors (Gulberg 3),,408,0.9393588,1
"Suzuki sell, purchase, repair and parts.",Suzuki Mini Motors (Gulberg 3),,409,0.3093987,0
Quick service,Suzuki Mini Motors (Gulberg 3),,411,0.86776817,1
Have solutions for all suzuki cars,Suzuki Mini Motors (Gulberg 3),,412,0.31373048,0
Very expensive,Suzuki Mini Motors (Gulberg 3),,414,0.15329945,0
Supportive staff,Suzuki Mini Motors (Gulberg 3),,415,0.94347006,1
Best workshop,Suzuki Mini Motors (Gulberg 3),,416,0.96387357,1
Very expressive,Suzuki Mini Motors (Gulberg 3),,417,0.97911507,1
Bad service,Suzuki Mini Motors (Gulberg 3),,418,0.13493465,0
Good Experience,Suzuki Mini Motors (Gulberg 3),,421,0.957092,1
Good Environment,Suzuki Mini Motors (Gulberg 3),,422,0.95758533,1
bad experience,Suzuki Mini Motors (Gulberg 3),,424,0.13570613,0
Bad Service,Suzuki Mini Motors (Gulberg 3),,425,0.13493465,0
To Much Expensive,Suzuki Mini Motors (Gulberg 3),,426,0.17282875,0
Very expensive,Suzuki Mini Motors (Gulberg 3),,427,0.15329945,0
Suzuki showroom and service center,Suzuki Mini Motors (Gulberg 3),,429,0.2755995,0
Good mechanics,Suzuki Mini Motors (Gulberg 3),,430,0.9564608,1
Conjested area,Suzuki Mini Motors (Gulberg 3),,432,0.31661713,0
Lack of education,Suzuki Mini Motors (Gulberg 3),,438,0.30679405,0
Not a fan of suzuki,Suzuki Mini Motors (Gulberg 3),,440,0.29082644,0
This is to Good,Suzuki Mini Motors (Gulberg 3),,441,0.9465116,1
Hig quality,Suzuki Mini Motors (Gulberg 3),,443,0.3189994,0
Nice people,Suzuki Mini Motors (Gulberg 3),,444,0.9591328,1
Low service,Suzuki Mini Motors (Gulberg 3),,445,0.41452247,0
Professional staff,Suzuki Mini Motors (Gulberg 3),,447,0.43776137,0
Rates are negotiable,Suzuki Mini Motors (Gulberg 3),,448,0.30753577,0
The way to it is worse,Suzuki Mini Motors (Gulberg 3),,450,0.18857399,0
Trained staff,Suzuki Mini Motors (Gulberg 3),,451,0.32111794,0
Cooperative staff,Suzuki Mini Motors (Gulberg 3),,452,0.32343942,0
Suzuki sale and service provider,Suzuki Mini Motors (Gulberg 3),,454,0.3132656,0
A gud workshop,Suzuki Mini Motors (Gulberg 3),,462,0.31288847,0
Expensive parts,Suzuki Mini Motors (Gulberg 3),,466,0.17835177,0
Vehicle in good hands,Suzuki Mini Motors (Gulberg 3),,470,0.9548748,1
Normal services,Suzuki Mini Motors (Gulberg 3),,473,0.80709606,1
Zero results,Suzuki Mini Motors (Gulberg 3),,474,0.31479108,0
Suzuki authorised dealer,Suzuki Mini Motors (Gulberg 3),,477,0.3184708,0
My car mechanic,Suzuki Mini Motors (Gulberg 3),,479,0.31437278,0
true professionals,Suzuki Mini Motors (Gulberg 3),,481,0.90490645,1
Suzuki 3S showroom,Suzuki Mini Motors (Gulberg 3),,486,0.32218313,0
Trainef staff,Suzuki Mini Motors (Gulberg 3),,488,0.31601274,0
I bay a car,Suzuki Mini Motors (Gulberg 3),,492,0.3057248,0
Good for Suzuki,Suzuki Mini Motors (Gulberg 3),,499,0.95747596,1
Suzki workshop,Suzuki Mini Motors (Gulberg 3),,509,0.32076263,0
Really mini motors,Suzuki Mini Motors (Gulberg 3),,512,0.5811394,1
Car showroom,Suzuki Mini Motors (Gulberg 3),,514,0.3214099,0
Car showroom,Suzuki Mini Motors (Gulberg 3),,515,0.3214099,0
Professionals,Suzuki Mini Motors (Gulberg 3),,516,0.32340747,0
suzuki motors,Suzuki Mini Motors (Gulberg 3),,517,0.32171625,0
Mini motors,Suzuki Mini Motors (Gulberg 3),,518,0.31346378,0
Suzuki mini motors,Suzuki Mini Motors (Gulberg 3),,519,0.31363705,0
Car ka jo be kaam krwau oski inspection zaroor kr lo baad may... Werna corruption k chances hain buhat,Suzuki Mini Motors (Gulberg 3),,520,0.27543086,0
Immediately,Suzuki Mini Motors (Gulberg 3),,521,0.32141933,0
"Assalamu Alaikum
nice shop",Suzuki Mini Motors (Gulberg 3),,522,0.9517584,1
Bhout achi ha workshop,Suzuki Mini Motors (Gulberg 3),,524,0.30303103,0
