wiI7pd,dealership_name,manual_label,review_id
Very good suzuki workshop. Recommend,Suzuki Mini Motors (Gulberg 3),,267
Excellent support by Suzuki service team,Suzuki Mini Motors (Gulberg 3),,268
Good experience,Suzuki Mini Motors (Gulberg 3),,269
"Suzuki official shroom, can buy all mini motors of Suzuki from here.",Suzuki Mini Motors (Gulberg 3),,270
Excellent services by mini motors,Suzuki Mini Motors (Gulberg 3),,271
Service is very good,Suzuki Mini Motors (Gulberg 3),,272
They are just ok,Suzuki Mini Motors (Gulberg 3),,273
Body shop and maintenance shop both are good,Suzuki Mini Motors (Gulberg 3),,274
Good quality of service,Suzuki Mini Motors (Gulberg 3),,275
I visit here for service of my car,Suzuki Mini Motors (Gulberg 3),,276
Precision and accuracy is their art,Suzuki Mini Motors (Gulberg 3),,277
Authorised Dealer for Suzuki Motors Pakistan. Sale Center,Suzuki Mini Motors (Gulberg 3),,278
Best place for Suzuki Car's Maintenance,Suzuki Mini Motors (Gulberg 3),,279
My favorite place of car mentions,Suzuki Mini Motors (Gulberg 3),,280
Great services,Suzuki Mini Motors (Gulberg 3),,281
Very high price of parts,Suzuki Mini Motors (Gulberg 3),,282
Very nice and brilliant ,Suzuki Mini Motors (Gulberg 3),,283
Great customer service,Suzuki Mini Motors (Gulberg 3),,284
Good service,Suzuki Mini Motors (Gulberg 3),,285
Good overall experience,Suzuki Mini Motors (Gulberg 3),,286
Good workshop and staff,Suzuki Mini Motors (Gulberg 3),,287
This place is so awesome,Suzuki Mini Motors (Gulberg 3),,288
just one word..... Great!,Suzuki Mini Motors (Gulberg 3),,289
All facilities under one roof,Suzuki Mini Motors (Gulberg 3),,290
Best customer services,Suzuki Mini Motors (Gulberg 3),,291
Patatic service of their accounts department,Suzuki Mini Motors (Gulberg 3),,292
Expert mechanic but little costly,Suzuki Mini Motors (Gulberg 3),,293
Best Suzuki car maintenance workshop,Suzuki Mini Motors (Gulberg 3),,294
I wanna buy car from here,Suzuki Mini Motors (Gulberg 3),,296
great experience,Suzuki Mini Motors (Gulberg 3),,297
One of the best Suzuki dealers.,Suzuki Mini Motors (Gulberg 3),,298
5 star service for suzuki customers,Suzuki Mini Motors (Gulberg 3),,299
Access is tricky and in  congested area.,Suzuki Mini Motors (Gulberg 3),,300
A well managed 7S dealership,Suzuki Mini Motors (Gulberg 3),,301
For new cars and repairs,Suzuki Mini Motors (Gulberg 3),,302
Good value of money,Suzuki Mini Motors (Gulberg 3),,303
V. Good Place,Suzuki Mini Motors (Gulberg 3),,304
Good place for maintain Suzuki cars,Suzuki Mini Motors (Gulberg 3),,305
Professionally maintained workshop,Suzuki Mini Motors (Gulberg 3),,306
Good for maintenance for Suzuki Car,Suzuki Mini Motors (Gulberg 3),,307
bohat menga costly,Suzuki Mini Motors (Gulberg 3),,308
Good staff.,Suzuki Mini Motors (Gulberg 3),,309
Customer service is Mediocre.,Suzuki Mini Motors (Gulberg 3),,310
Good service,Suzuki Mini Motors (Gulberg 3),,311
A complete work shop for suzuki vehicles,Suzuki Mini Motors (Gulberg 3),,312
Best mechanical shop,Suzuki Mini Motors (Gulberg 3),,313
All solutions under one roof,Suzuki Mini Motors (Gulberg 3),,314
Need to improve workmanship,Suzuki Mini Motors (Gulberg 3),,315
Best palace for suzuki workshop,Suzuki Mini Motors (Gulberg 3),,317
Awesome service,Suzuki Mini Motors (Gulberg 3),,318
Excellent services,Suzuki Mini Motors (Gulberg 3),,319
Highly not recommended.,Suzuki Mini Motors (Gulberg 3),,320
highly recommended,Suzuki Mini Motors (Gulberg 3),,321
Great place for cars,Suzuki Mini Motors (Gulberg 3),,322
Superb staff .,Suzuki Mini Motors (Gulberg 3),,325
Nice staff.,Suzuki Mini Motors (Gulberg 3),,326
Good service,Suzuki Mini Motors (Gulberg 3),,327
Expensive but reliable.,Suzuki Mini Motors (Gulberg 3),,329
Expensive but good,Suzuki Mini Motors (Gulberg 3),,330
Good service,Suzuki Mini Motors (Gulberg 3),,331
Lovely People's,Suzuki Mini Motors (Gulberg 3),,333
Worst after sale.,Suzuki Mini Motors (Gulberg 3),,335
Good service,Suzuki Mini Motors (Gulberg 3),,336
Charge more for parts,Suzuki Mini Motors (Gulberg 3),,337
Not satisfactory,Suzuki Mini Motors (Gulberg 3),,338
Skilled work shop for Suzuki.,Suzuki Mini Motors (Gulberg 3),,339
Good service,Suzuki Mini Motors (Gulberg 3),,340
Meet to  every vehicle need,Suzuki Mini Motors (Gulberg 3),,341
Good service,Suzuki Mini Motors (Gulberg 3),,342
Good service,Suzuki Mini Motors (Gulberg 3),,343
Great Experience.....,Suzuki Mini Motors (Gulberg 3),,344
Excellent service,Suzuki Mini Motors (Gulberg 3),,347
Best place suzuki car & bikes....,Suzuki Mini Motors (Gulberg 3),,348
Excellent experience,Suzuki Mini Motors (Gulberg 3),,349
Poor customer service,Suzuki Mini Motors (Gulberg 3),,350
A complete car care place,Suzuki Mini Motors (Gulberg 3),,351
Service is good,Suzuki Mini Motors (Gulberg 3),,353
great service,Suzuki Mini Motors (Gulberg 3),,354
Really good,Suzuki Mini Motors (Gulberg 3),,356
Nice range of cars,Suzuki Mini Motors (Gulberg 3),,357
Good workshop for Suzuki cars,Suzuki Mini Motors (Gulberg 3),,358
Good service,Suzuki Mini Motors (Gulberg 3),,359
Too congested area,Suzuki Mini Motors (Gulberg 3),,361
Good service,Suzuki Mini Motors (Gulberg 3),,362
Awesome showroom,Suzuki Mini Motors (Gulberg 3),,364
Good service,Suzuki Mini Motors (Gulberg 3),,365
Good Service,Suzuki Mini Motors (Gulberg 3),,366
Good service,Suzuki Mini Motors (Gulberg 3),,368
They are not professionals,Suzuki Mini Motors (Gulberg 3),,371
My fst car place,Suzuki Mini Motors (Gulberg 3),,372
Excellent service,Suzuki Mini Motors (Gulberg 3),,375
Good work,Suzuki Mini Motors (Gulberg 3),,376
it is good place,Suzuki Mini Motors (Gulberg 3),,377
Good service,Suzuki Mini Motors (Gulberg 3),,378
They are awesome.,Suzuki Mini Motors (Gulberg 3),,379
Satisfied customer,Suzuki Mini Motors (Gulberg 3),,380
Good service,Suzuki Mini Motors (Gulberg 3),,382
Excellent Staff,Suzuki Mini Motors (Gulberg 3),,384
Overall good,Suzuki Mini Motors (Gulberg 3),,385
Well maintained.,Suzuki Mini Motors (Gulberg 3),,386
Good experience,Suzuki Mini Motors (Gulberg 3),,387
Quick service,Suzuki Mini Motors (Gulberg 3),,388
Good Suzuki motor workshop,Suzuki Mini Motors (Gulberg 3),,389
Professional and respectful.,Suzuki Mini Motors (Gulberg 3),,391
Cooperative staff,Suzuki Mini Motors (Gulberg 3),,392
Mechanics are not good,Suzuki Mini Motors (Gulberg 3),,393
V expensive,Suzuki Mini Motors (Gulberg 3),,394
Good Suzuki out let,Suzuki Mini Motors (Gulberg 3),,395
Perfect place,Suzuki Mini Motors (Gulberg 3),,396
Best services for suzuki,Suzuki Mini Motors (Gulberg 3),,399
That's nice,Suzuki Mini Motors (Gulberg 3),,400
Access to this is not easy,Suzuki Mini Motors (Gulberg 3),,401
Good Experience,Suzuki Mini Motors (Gulberg 3),,402
Gud service,Suzuki Mini Motors (Gulberg 3),,403
Gud service,Suzuki Mini Motors (Gulberg 3),,404
They are satisfying,Suzuki Mini Motors (Gulberg 3),,408
"Suzuki sell, purchase, repair and parts.",Suzuki Mini Motors (Gulberg 3),,409
Quick service,Suzuki Mini Motors (Gulberg 3),,411
Have solutions for all suzuki cars,Suzuki Mini Motors (Gulberg 3),,412
Very expensive,Suzuki Mini Motors (Gulberg 3),,414
Supportive staff,Suzuki Mini Motors (Gulberg 3),,415
Best workshop,Suzuki Mini Motors (Gulberg 3),,416
Very expressive,Suzuki Mini Motors (Gulberg 3),,417
Bad service,Suzuki Mini Motors (Gulberg 3),,418
Good Experience,Suzuki Mini Motors (Gulberg 3),,421
Good Environment,Suzuki Mini Motors (Gulberg 3),,422
bad experience,Suzuki Mini Motors (Gulberg 3),,424
Bad Service,Suzuki Mini Motors (Gulberg 3),,425
To Much Expensive,Suzuki Mini Motors (Gulberg 3),,426
Very expensive,Suzuki Mini Motors (Gulberg 3),,427
Suzuki showroom and service center,Suzuki Mini Motors (Gulberg 3),,429
Good mechanics,Suzuki Mini Motors (Gulberg 3),,430
Conjested area,Suzuki Mini Motors (Gulberg 3),,432
Lack of education,Suzuki Mini Motors (Gulberg 3),,438
Not a fan of suzuki,Suzuki Mini Motors (Gulberg 3),,440
This is to Good,Suzuki Mini Motors (Gulberg 3),,441
Hig quality,Suzuki Mini Motors (Gulberg 3),,443
Nice people,Suzuki Mini Motors (Gulberg 3),,444
Low service,Suzuki Mini Motors (Gulberg 3),,445
Professional staff,Suzuki Mini Motors (Gulberg 3),,447
Rates are negotiable,Suzuki Mini Motors (Gulberg 3),,448
The way to it is worse,Suzuki Mini Motors (Gulberg 3),,450
Trained staff,Suzuki Mini Motors (Gulberg 3),,451
Cooperative staff,Suzuki Mini Motors (Gulberg 3),,452
Suzuki sale and service provider,Suzuki Mini Motors (Gulberg 3),,454
A gud workshop,Suzuki Mini Motors (Gulberg 3),,462
Expensive parts,Suzuki Mini Motors (Gulberg 3),,466
Vehicle in good hands,Suzuki Mini Motors (Gulberg 3),,470
Normal services,Suzuki Mini Motors (Gulberg 3),,473
Zero results,Suzuki Mini Motors (Gulberg 3),,474
Suzuki authorised dealer,Suzuki Mini Motors (Gulberg 3),,477
My car mechanic,Suzuki Mini Motors (Gulberg 3),,479
true professionals,Suzuki Mini Motors (Gulberg 3),,481
Suzuki 3S showroom,Suzuki Mini Motors (Gulberg 3),,486
Trainef staff,Suzuki Mini Motors (Gulberg 3),,488
I bay a car,Suzuki Mini Motors (Gulberg 3),,492
Good for Suzuki,Suzuki Mini Motors (Gulberg 3),,499
Suzki workshop,Suzuki Mini Motors (Gulberg 3),,509
Really mini motors,Suzuki Mini Motors (Gulberg 3),,512
Car showroom,Suzuki Mini Motors (Gulberg 3),,514
Car showroom,Suzuki Mini Motors (Gulberg 3),,515
Professionals,Suzuki Mini Motors (Gulberg 3),,516
suzuki motors,Suzuki Mini Motors (Gulberg 3),,517
Mini motors,Suzuki Mini Motors (Gulberg 3),,518
Suzuki mini motors,Suzuki Mini Motors (Gulberg 3),,519
Car ka jo be kaam krwau oski inspection zaroor kr lo baad may... Werna corruption k chances hain buhat,Suzuki Mini Motors (Gulberg 3),,520
Immediately,Suzuki Mini Motors (Gulberg 3),,521
"Assalamu Alaikum
nice shop",Suzuki Mini Motors (Gulberg 3),,522
Bhout achi ha workshop,Suzuki Mini Motors (Gulberg 3),,524
