review_text,dealership_name,label
"I've never experienced suchÃ a rubbish service from any authorised car dealer., which I found here in Suzuki RaiwindÃ MotorsUnfortunately, I reached out for repair and checked up my Suzuki Swift. No customer service is available, no one  ",Suzuki Raiwind Motors (Raiwind Rd),0
"They sell cars only at OWN money. They always refuse booking a car by saying ""our quota is finished""",Suzuki Adil Zafar Motors,0
I Think first and last deal with gateway,HONDA Gateway,0
"This is a Nice and beautiful ShowRoom... But Huge traffice you have to face to reach there... it is easy to reach for people approching from within the city. But its very difficult to reach there for people coming from districts like Faisalabad, Sheikhupura and Gujranwala as people have to cross whole city to reach there. But its true that they have better staff and trusty owner.",Suzuki Mini Motors (Gulberg 3),1
Most memorable place and cooperative place,HONDA Township,1
Very congested place,HONDA Fort,0
Ac not working in the waiting room,Suzuki Raiwind Motors (Raiwind Rd),0
Great experience. Excellent services,Suzuki Raiwind Motors (Raiwind Rd),1
Good staff with average work quality,Suzuki Khalid Motors (Link Ferozpur),1
no special care,Suzuki Raiwind Motors (Raiwind Rd),0
"Been visiting since 2005. When you go there ask for Mr. Abdul Islam, the most competent mechanic I know.",Suzuki Mini Motors (Gulberg 3),1
Kuch mechaniqs khud he passay zayada bol daitay but ap senior se pehle clear,HONDA Township,0
"Nice people, quite helpful for ur car services as well as guidance",HONDA Township,1
Very good staff,HONDA Point,1
They provide good sevices,HONDA Point,1
"Good professional people, all things under one roof...",Suzuki Mini Motors (Gulberg 3),1
"Excellent services, even home delivery available.",Suzuki Adil Zafar Motors,1
Worst experience ever,Suzuki Raiwind Motors (Raiwind Rd),0
Fake Phone number hai scam calls ati hain is say,HONDA RingRoad,0
Car maintenance work is good,HONDA Township,1
Great location and service,Suzuki Raiwind Motors (Raiwind Rd),1
Nice car dealers..,Suzuki Adil Zafar Motors,1
Good work but last time they did very low standard tunning and due to low quality fuel i also have to chamge my plugs,Suzuki Mini Motors (Gulberg 3),0
Too long que for new city,HONDA Township,0
bakwas service am never go again thi stupid honda fort very poor service,HONDA Fort,0
courteseous staff and very honest charges for parts and services,Suzuki Adil Zafar Motors,1
They really have good service speed... I had an oil change in less then 35 min.... Keep it up!,Suzuki Adil Zafar Motors,1
"One of the best showroom , and work shope for suzuzki vehicles in lahore.",Suzuki Khalid Motors (Link Ferozpur),1
Quick and courteous,HONDA Point,1
"Once I had accidentally visited Suzuki Mini Motors on Sunday (because this is the only Suzuki dealer which was used to open on Sunday) and after that I had never visited any other Suzuki dealership for maintenance. I had visited it a few days ago and the experience was brilliant. I was just sitting in the waiting area and the whole process was carried out by the supervisor. I didn't had to get involved in the micromanagement of the tasks. Even if the customer is not satisfied, he/she can visit anytime soon and tell them. They will reevaluate and provide the remedy. Once I went back and told them that the balancing was not done in the right manner. The mechanic had crossed the  tyres and everything went fine.
I love the service and the behavior of the staff. Overall nothing to complain about.",Suzuki Mini Motors (Gulberg 3),0
"I got delivery of my new car from Khalid Motors. They charged Rs.3000 against car registration commission and once I asked to install number plates they demand extra money.

Very pathetic staff and customer service.",Suzuki Khalid Motors (Link Ferozpur),1
Good services for Suzuki Cars. With professional workers,Suzuki Khalid Motors (Link Ferozpur),1
This is the best Honda sale point of lahore..!,HONDA Point,1
Its very good workshop and 3S dealership one of the largest available in lahore for Honda.,HONDA Gateway,1
Good crocker ,HONDA Fort,1
Delivered car on-time but of course I have pay on price. But they kept their commitment. A good experience.,Suzuki Adil Zafar Motors,1
They usually do charge more than the market for the services they provide and if you dont have an insured car and you are going for repairment  of your dented car they will charge allmost thrice of the market rate.,Suzuki Khalid Motors (Link Ferozpur),0
Good showroom especially workshop is very good.,Suzuki Khalid Motors (Link Ferozpur),1
Nice place,Suzuki Raiwind Motors (Raiwind Rd),1
It was first and good experience,HONDA Fort,1
"Very nice and neat premises, staff is cooperating too.
Workshop is neat, supervisors are attentive, whereas technicians though trained, but are a little skippy.
My overall experience of workshop is good and satisfactory.
??Honda Motors company unfairly give lengthy booking dates. Which is against honesty and a mark of shame on Honda.
There are no floor mats in new cars, not even the engine protective plastic sheild. These are very cheap items and should be provided with new car as compliment.
Honda is always copycat in terms of design and innovation as compared to Toyota, which is far batter in design and innovation.
Honda Pakistan is 5 to 7 years behind international market of Honda. Vehicles lack security and sensory features compared to same model in other countries. Whereas prices are higher comparing to Hondas' other Asian markets.
Honda Pakistan is not customer friendly and is not faithful to Pakistan and its citizens. Please check Honda vehicles price and features comparison in Asian countries vs Pakistan.
GovernmentÂs negligence too facilitates the manipulative manufacturers, rather than the citizens.",HONDA Gateway,1
Lovely cooperative Staff,HONDA Township,1
no training,Suzuki Raiwind Motors (Raiwind Rd),0
Very busy. No one to talk to,HONDA Township,0
Didn't feel welcomed at all. No one get bothered to ask if I want to get the details on their new cars. Then we eventually ask one person and he helped us like it was one of ther hardest jobs he was doing. Usually salesman at dealership are welcome and active.,HONDA Point,0
"I would not recommend anyone to go through ÂSuzuki Khalid Motors Lahore.

As they are highly unprofessional will not pick your calls and you have to visit them to no avail and will make you do rounds around the Dealership and Suzuki Regional Office. Its been more than 2 months and they are saying car will come in 1 or 2 days Regardless knowing anything as they have ZERO information.

So save your time and donÂt book anything from this particular dealership and youÂll thank be later.",Suzuki Khalid Motors (Link Ferozpur),0
"Well, as a car showroom and service center, I would rate this place 4-star but since this place belongs to Suzuki (which is a third-class vehicle manufacturer due to its quality of products and expensive prices), it deserves not more than 2-star. Therefore, on average, 3-star in my opinion.
They provide good car services but rates are quite high as compared to local market (because of being a brand). Also, their upper and sales staff is bit amateur and needs some professional training.",Suzuki Adil Zafar Motors,1
"Good experience, staff is cooperative. Genuine as well as non genuine parts are available. Prices are ok too. Maintenance packages are also reasonably priced.",Suzuki Mini Motors (Gulberg 3),1
"It is good place to have maintenance of your honda Car.Staff is professional and well trained.
This place should be open on sunday as well so the people who are doing job should be able to manage their car maintenance in their off days",HONDA Gateway,1
Sethi Motors are the dealers of Suzuki cars. I got Cultus 2021 Model about 1year back. Excellent staff and excelent after sale services.,Suzuki Sethi Motors (Town Morr),1
Good services but a little expensive.,HONDA Point,1
"Service is good, repairing tools are enough, you  have to pay only 350 formally to the workshop while leaving. other expenses would have to be paid to the mechanics behind the door how much they want.",Suzuki Sethi Motors (Town Morr),1
Very expensive but good quality work,HONDA Gateway,1
Very unprofessional staff. Don't bother to deal customers waiting for their attention. Remain busy in phones and other activities.,Suzuki Khalid Motors (Link Ferozpur),0
Very cooperative and welcoming staff.,HONDA RingRoad,1
"The salesman was very well-coming and clearly explained about the product inquired about. Also brochure was available which proved very helpful in my purchase process.

However they need to improve after sales services.",Suzuki Khalid Motors (Link Ferozpur),1
Good place for Car purchasers,HONDA Gateway,1
Pathetic staff,HONDA Fort,0
Their manners are exceptional...and the complementary tea they served while waiting was wonderful too...All in all so far good enough to make me go there again....,HONDA RingRoad,1
Service is slightly slow,HONDA Fort,0
Staff need training on professionalism. Abusive language,HONDA Point,0
"They are charging more for service..
Currently 1000 while other suzuki showrooms are charging 600 for the same service.. their prices are bit high but labour is skilled..",Suzuki Mini Motors (Gulberg 3),0
"Attitude of staff is lethargic like a government office. My car is insured by Bank Alfalah. It needed  minor denting and paint work. Only bumpers and a fender was to be painted without any repair. They took 6 days for it and the work was not satisfactory.  I had to ask again and again for compound and polish of bumpers. They were least interested and did it after a lot of excuses. The car was not properly cleaned.
I would not recommend it.",Suzuki Sethi Motors (Town Morr),0
"Overall experience was satisfactory, but customer service needs improvement",Suzuki Raiwind Motors (Raiwind Rd),0
"Qualified Staff, healthy environment",HONDA Gateway,1
Good Staff and Place to Repair Vehicles,Suzuki Sethi Motors (Town Morr),1
Place for good services in the area,HONDA RingRoad,1
"Awesome service
Staff was cooperative",Suzuki Mini Motors (Gulberg 3),1
Better than rest but service is not very fast,HONDA Point,1
Not much help with after services,HONDA RingRoad,0
Very Good Service and Good Attitude of Staff,Suzuki Sethi Motors (Town Morr),1
"Ofcourse its company operated, so the services are  good. But still a big room for improvement. E.g. One feel helpless even he/she went for simple oil change. Allotment of pits should be at the initial point. Changes in price must be informed through text. They do send alot of messages regarding their marketing, but change in price of products is never part of it. They charge money on cashless transactions, which is a bad thing. Honda is generating huge profits, it should promote cashless transactions and waive off charges on card payments.",HONDA Point,0
To Expensive,HONDA Fort,0
Over priced,HONDA Township,0
"Excellent service and nice cooperative staff. I like it very much. Keep in touch
Always a favourite for a healthy car.",HONDA Fort,1
Good People & Good Place,HONDA Point,1
"Gd gob
Great work
Fast service",HONDA Point,1
Excellent service experience,HONDA Point,1
very poor service..and management motive is just to earn money not work to client satisfaction...,Suzuki Sethi Motors (Town Morr),0
"Huge establishment centrally located in the city. Sales, Service and Spare parts are available. Heavy rush on Weekends. Nice, friendly and cooperative staff",Suzuki Sethi Motors (Town Morr),1
"Good after sale services provider.
But old model most of spares are not available.",HONDA Fort,0
"Professional and satisfactory service, courteous behavior and reasonable charges",HONDA Point,1
Poor value of money.  Lack in customer service,HONDA Gateway,0
Good sitting area but due to larger customers service waiting time is too much high. Prices if parts and services are also high compared to the local market.,Suzuki Sethi Motors (Town Morr),0
"Organized, spacious, efficient staff, easily accessible, accept card and cash, waiting area for customers, separate smoking zone and not inexpensive.",Suzuki Sethi Motors (Town Morr),1
Lovely feedback,HONDA Gateway,1
3rd class services. I went for 2 appointments but did not do any work. Things come in front of me but some are not available.,Suzuki Raiwind Motors (Raiwind Rd),0
Very nice staff and service.,HONDA Gateway,1
Service is good but spares prices high,Suzuki Adil Zafar Motors,1
Awsome experience. A little expensive from out side vendors but worth d cost,Suzuki Sethi Motors (Town Morr),1
"Extremely bad service, they have no concern for customer service, they will make you wait for ages and never stay up with their commitments, they will take longer than the the time they have given to you, i had extremely bad experience with them, especially the body shop, they don?? value their customer, we spend 3,4 times higher at their workshop to get a good customer service but unfortunately they don?? value the customer and this happened with me when i was getting my car?? work on cash payment, if its insurance than they will treat you even worse, Usman butt is the in-charge of bodyshop who will try his best to make your drag dates and create inconvenience for you and later on will say its your fault. Never getting any services from them in future. They consumed 10 days just to replace a bonnet and fender.",Suzuki Mini Motors (Gulberg 3),0
Good service,HONDA Point,1
Very good experience because I have purchased new car alto vxr also very good service,Suzuki Khalid Motors (Link Ferozpur),1
bad experience 1st time service,Suzuki Raiwind Motors (Raiwind Rd),0
Good services here and cooperative staff..,Suzuki Mini Motors (Gulberg 3),1
Good service,HONDA Gateway,1
"Very good and quick service...
There is room for Improvement in Insurance Claim Department... If your Insurance Company is efficient and responsive then you will get your query resolved at earliest otherwise you have to wait for long time for your turn...",Suzuki Khalid Motors (Link Ferozpur),1
Nice but not affordable workshop very very expensive,Suzuki Adil Zafar Motors,0
"They are highly unprofessional, that one of their worker damages my car !
When you handed them your car, they act like they are BAAP of it !
They drive it very harshly in this confined space and assuming they are Hero of any film and drifting like king !
???????????????? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),0
Not much satisfied with service. Non professional behavior,HONDA RingRoad,0
Parking issue and need to enhance the services setup especially for suzuki customers,Suzuki Khalid Motors (Link Ferozpur),0
Experienced staff.,Suzuki Raiwind Motors (Raiwind Rd),1
A good experience of maintenance job of my car. Comfortable sitting area. Courtesy n discipline.,Suzuki Sethi Motors (Town Morr),1
Busy But Good Place for your Suzuki,Suzuki Adil Zafar Motors,0
"I have mixed experience of this place.

Pros
Large showroom
Exclusively for Suzuki vehicles
They oblige you with priority if you had booking.
Staff is generally courteous.
Tuck shop drinks also available.
Seating waiting area available.
Usually they don't bring up extra faults in your car.

Cons
There is lack of coordination between staff.
Staff is diverse and some are not courteous, not cooperative, uncaring and self centered.
At rush hour they want you to typically go away.
If you go for simple service, they pretty much do nothing at all except for screw tightening.
Parts are overpriced.
If you ask for opinion like I wanted Android panel in WagonR, they provide you wrong piece of advice and told me cost of 45k which is way way overpriced.
My car started performing bad with milage of 10 they said it's normal.

Summary
Probably the largest service station for Suzuki but owing to my poor performing car after wait time of 2-3 hours at service I decided to leave sethi motors and Alhamdulillah my car is back to milage of near 15. So Generally I won't recommend sethi motors.",Suzuki Sethi Motors (Town Morr),1
Great staff,HONDA Point,1
"I went to the workshop, good service, professional people, a bit expensive and take a lot of time due to high traffic volume",Suzuki Sethi Motors (Town Morr),1
Friendly staff and good service,HONDA Point,1
Good people nice reception,HONDA Fort,1
Excellent service and very helpful staff...,Suzuki Mini Motors (Gulberg 3),1
Kam mahnga a par serivice changi dendy ne . A1 PA G,HONDA Gateway,1
Need improvement,HONDA Gateway,0
It's good place,HONDA RingRoad,1
They have experienced staff. Good place for routine maintenance. But parts are expensive.,Suzuki Khalid Motors (Link Ferozpur),1
Honda point airport road per Honda civic ki service kerwai engenir bilal se bilal is very co operative boy and have huge knowledge for all Honda cars variant... Allah Pak bless him,HONDA Point,1
It's okay but needs to improve training of their sales Staff.,Suzuki Khalid Motors (Link Ferozpur),0
Charging extra money over previous stock.,Suzuki Raiwind Motors (Raiwind Rd),0
Staff is good cooperative expert and experienced,HONDA Fort,1
Lovely place ?? Â,HONDA Gateway,1
Outstanding service quality... Staff is very kind and humble... Give you right advice for your vehicle work... Mr. Shahzad is very cooperative and experienced person..,Suzuki Mini Motors (Gulberg 3),1
Worst service ever. Suzuki Raiwind branch is much better.,Suzuki Adil Zafar Motors,0
"New Suzuki cars Mehran, WagonR, is available here. Genuine Suzuki spareparts are also available here",Suzuki Khalid Motors (Link Ferozpur),1
Non Professional staff and Mechanical team,Suzuki Raiwind Motors (Raiwind Rd),0
Nice persons good work,Suzuki Adil Zafar Motors,1
just ok average work too muxh expensive,HONDA Gateway,0
Very good service provider.,Suzuki Adil Zafar Motors,1
Expensive but perfect!,HONDA Township,1
"They're always very busy and take too much time for small work.
It's better to avoid this place and go somewhere else",Suzuki Mini Motors (Gulberg 3),0
Insurance claim services is still bad,HONDA Gateway,0
I booked my BR-V and they committed delivery in 1 month but actually delivered in 2 months. Rest their services are good so far.,HONDA RingRoad,1
Small showroom with not enough vehicles on display. Staff was very courteous and friendly who helped with all the information I needed in detail,HONDA Township,0
Good Service,HONDA Township,1
Very cheep rate,HONDA Gateway,1
"I visited here for maintenance and body work of my car. Overall it was a good experience, staff is quite cooperative as compared to other 3S centers and well trained. Special thanks to Mr. Hafiz Ahmad and Mr. Rafaqat Sardar.",HONDA RingRoad,1
"Best Dealership in Lahore.
Best After Sales Services.
Cooperative staff.",HONDA Gateway,1
Only recommended for oil change.,Suzuki Raiwind Motors (Raiwind Rd),1
Poor after sales service!,HONDA Point,0
Good service,HONDA Gateway,1
Very good persons here,Suzuki Mini Motors (Gulberg 3),1
A huge showroom with a well trained staff but due to a big gathering service feels slow sometime....,Suzuki Khalid Motors (Link Ferozpur),1
Good,HONDA Fort,1
Received Honda City  Inspires 22 fully loaded Auto for my Elder Daughter N.Qaiser.,HONDA Gateway,1
Excellent place for maintenance. Simply says thugs free workshop.,HONDA Point,1
"Good services, courteous staff",HONDA Gateway,1
Good service,HONDA Gateway,1
Not recommended.,Suzuki Raiwind Motors (Raiwind Rd),0
Nice service,HONDA Township,1
One of the best honda service center in Lahore,HONDA Township,1
"Ok to buy a car, neat environment",HONDA Township,1
Very very very poor quality and bad car service area,Suzuki Raiwind Motors (Raiwind Rd),0
Called them up number of times but they never picked it up and visiting them was very surprising as well - because they were not very receptive and anything I asked them - they didn't have it and were not sure about it.,Suzuki Khalid Motors (Link Ferozpur),1
Very bad experience two much expensive and use less service,HONDA Fort,0
"Good staff, great work, supportive customer service.",Suzuki Adil Zafar Motors,1
Very cooperative environment,HONDA Gateway,1
Suzuki khalid motors is authorized dealers from suzuki motor company they provide genuine parts service maintenance denting penting and many more they deal in used and new cars. We,Suzuki Khalid Motors (Link Ferozpur),1
Services are OK.. While Spare parts prices are too much high even unaffordable in some cases.,Suzuki Adil Zafar Motors,0
Wonderful showroom and good service provider,HONDA Gateway,1
Good workshop and show room,HONDA Fort,1
"The  company dont provide mask  to visitors .. even with so much big setup.. thy are chwal .. dont let enter people
Poor facilites.. Aik airbag tu 26lac ki car mei de nai sakay.. ye mask dein gey",HONDA Township,0
"Staff isnÂt cooperative at all.
You wonÂt feel happy & satisfied at this place dealing",HONDA Gateway,0
Good and cooprative staff,HONDA Fort,1
All quality services under one roof,HONDA RingRoad,1
There mechanics are good and experienced but the rate of parts is very high. The difference of cost between the parts available in the market and from suzuki workshop is more than 7-8 times. So visit them if you have lot of spare money.,Suzuki Khalid Motors (Link Ferozpur),1
"Good service, Staff behavior was om too.",Suzuki Mini Motors (Gulberg 3),1
Well equipped Honda workshop for cars.,HONDA Gateway,1
Good,Suzuki Raiwind Motors (Raiwind Rd),1
No one picks your call,HONDA Township,0
Good dealing,Suzuki Raiwind Motors (Raiwind Rd),1
Honda city new 2021 onward very bad experience about car sub standard car I am facing problem many Total milage is 18000 but tyres are out of order service Honda is giving to user is very bad,HONDA Township,0
The most pathetic technology of Pakistan with enormous prices comparatively in the world if I take the basic model price w suzuki alto VXR 660 cc which is costing a common pakistani 2.63million pak rupee whereas in India it cost them  ,Suzuki Raiwind Motors (Raiwind Rd),0
"Regular services are fine. The staff acts to be very friendly and some of them really are. But when it comes to any warranty issue, they keep coming up with excuses since their preference is to take up jobs  where they get money.",HONDA RingRoad,1
Looters and thugs of highest degree. Worst attitude of sales department. Cant deliver vehs on time. 8 mnths 14 din ho gye hn booking ko abhi tk gari nahi mili. Please stay away everyone,HONDA RingRoad,0
Pathetic booking staff. Simply liars. They don't value commitment and customer support. Bunch of third rated class. Government is helping them to loot people.,HONDA Point,0
Now their labour rates are going to higher side but eorker are competent,Suzuki Khalid Motors (Link Ferozpur),0
"Professional service, courteous staff and technically competent. Plus a well equipped workshop.",HONDA RingRoad,1
Great Service and highly recommended,Suzuki Raiwind Motors (Raiwind Rd),1
Need too much improvements,HONDA Fort,0
Sale Manager Samar sab is very good Person,HONDA Township,1
Body and paint shop is overwhelmed by management errors. They only take in cars on Mondays and there is only 1 lift to reach 2nd floor and it literally takes 15min for clearing a single car to the floor. Had to stand in que for 1hr 45min to get my car to the assigned floor. Pathetic Service!,Suzuki Khalid Motors (Link Ferozpur),0
It was really good to visit honda township. Staff was professional and well trained. Have good nice welcome. Talk honest not like Kia and other showrooms ??,HONDA Township,1
"Customer service is pretty good.  This is my 1st visit can't comment about the maintenanc services. The mechanic I encountered with was greedy, one has to please him (of course by giving money) he ensured best performance of the vehicle let's c! His professional conduct makes every thing dubious! One cannot trust them but their r no other options unfortunately",Suzuki Sethi Motors (Town Morr),1
Good service,HONDA Fort,1
Suzuki Mini motors is a 3 star authorized dealer of Pak Suzuki Motors. It is located in Gulberg Lahore near Cavalry Ground. It offers sale of brand new cars of Suzuki vrans only and also provide car repair and maintenance service. Its workshop is very well equipped and its technician are very skilled and competent. It gives excellent service.,Suzuki Mini Motors (Gulberg 3),0
I like spareparts Nd Wego. R is best car all of suzuki,Suzuki Raiwind Motors (Raiwind Rd),1
Fantastic service for suzuki mother car useres. Timely and quality service managed here. Really good quality work.,Suzuki Mini Motors (Gulberg 3),1
It was nice visiting there. Staff was cooperative and the rate you get from there is the cheapest as compared to Suzki distributors.,Suzuki Khalid Motors (Link Ferozpur),1
Very expensive .,HONDA Fort,0
Its a dealership cum service point for all types of Suzuki Vehicles. Much busy place on Saturdays.,Suzuki Sethi Motors (Town Morr),1
Authorized dealer of Suzuki Motors with a very big setup and good customer service. If you own Suzuki vehicle this is the right place for you.,Suzuki Adil Zafar Motors,1
Nice Experience but costly (not only service but parts too).... recently cost have really soared for oil changes even. Warranty recalls are also difficult to get approved. Still one of the best Honda dealership in town,HONDA Fort,0
"Service Manager is not a professional guy.
He don't know how to deal with customers.
Sales team is good",Suzuki Khalid Motors (Link Ferozpur),0
"The service engineers were quick to direct me to a spot for detailed checking, but even after several reminders and follow ups with different engineets, there was no technician to utilise the time. The wait was an hour long with no body attending. Suzuki Samnabad is much better.",Suzuki Sethi Motors (Town Morr),0
Had a very good experience of buying a car with very friendly and professional staff.,HONDA RingRoad,1
Best Suzuki motor vehicle repair workshop.,Suzuki Mini Motors (Gulberg 3),1
"Nice place ample of parking, staff is energetic, helpful but they don't have good Choice of a car for sale, heavy own, Honda city delivery after five months on booking.",HONDA Point,1
Real bad experience. Went for AC checkup. There was no issue with the AC. But after the check up it has stopped working. So what else can I say. Highly unrecommended.,HONDA RingRoad,0
Staff ia good but itseems their policy isnt good. Suzuki canal.gives much better services,Suzuki Raiwind Motors (Raiwind Rd),1
Fast work despite very busy shop. Job done to my satisfaction. The shop looked a little chaotic but there was probably a method to their madness as they were getting everything done.,Suzuki Sethi Motors (Town Morr),1
They did nice work,Suzuki Khalid Motors (Link Ferozpur),1
menager is co operatiave. finally some companey dealers with smiling face and possitive attitude,Suzuki Khalid Motors (Link Ferozpur),1
Good services & staff very cooperative,HONDA Point,1
"Very unprofessional floor manager.
But mechanis are very cooperative.
Special jis ney engine services or baki maintenance ke.",Suzuki Mini Motors (Gulberg 3),0
"Don't go for any repair, mechanical or electric fault",Suzuki Raiwind Motors (Raiwind Rd),0
This is a very good place car care and best body shop for Suzuki,Suzuki Raiwind Motors (Raiwind Rd),1
"Excellent service,  very humble and professional dealing.  Recommended",HONDA RingRoad,1
"Nice workshop, better than other Suzuki showroom workshops, cooperative and highly skilled workers.",Suzuki Adil Zafar Motors,1
Nice place good staff specially Rustam Sahib very nice person,Suzuki Adil Zafar Motors,1
It's suitable place due to its complete after sale service solution.,Suzuki Mini Motors (Gulberg 3),1
Babr is best mechanic. Took my Mehran. He not only properly diagnosed but rectified all the issues. Felt a bit expansive but the peace of mind i got after coming justifies the amount.,Suzuki Mini Motors (Gulberg 3),1
Mediocre services .,HONDA Point,0
Very expert mechanical staff. Service changes littel high but services are very satisfactory,Suzuki Adil Zafar Motors,1
NOt recommended,Suzuki Raiwind Motors (Raiwind Rd),0
Professional customer service.,HONDA Gateway,1
"Excellent place for buying a new car!
They have good staff for dealing!",Suzuki Mini Motors (Gulberg 3),1
"Poor service
Unprofessional staff  ???Â· ??",HONDA Point,0
Bad experience. Repair one part and make scratches on other parts.  Very unprofessional work,Suzuki Sethi Motors (Town Morr),0
"Car repairing and service centre for Honda vehicles only. They perform regular service and repair & maintenance.

One should take prior appointment to avoid waiting for the turn.",HONDA Gateway,1
Good experince. Educated technical staff. Cleen environment.,HONDA Township,1
Very easy to get quality car service,Suzuki Khalid Motors (Link Ferozpur),1
Amazing service and very well organised.  . Being a woman I was catered to very well . .and without any fraud . Excellent,Suzuki Sethi Motors (Town Morr),1
"Worst service - Do not ever go here and NEVER EVER Leave your car overnight here. You can only utilise them for basic services like Oil change or oil filter change..

They messed up my car (honda civic reborn) steering and fixed it only temporarily while charging 20k+ for it. While car was with them overnight, they must have hit it from bottom somehow (may be dropped from ramp or they took it outside) because the next day the silencer was tilted towards left. They didn?? admit their fault. When I took my car to Walton to see if this can be fixed, they told me your car has been hit from the bottom with large force otherwise this never tilts.",HONDA Point,0
"It's a compliment message

Had a visit today for a service for my Honda Civic. Met with Mr. Saqib Jameel, ÃÂ¢?ÃÂ¦",HONDA RingRoad,1
Good place and professional service... Customer oriented... Cooperative staff and good listening of Higher Management.,HONDA RingRoad,1
"I was there at 11. They said it would take 45 minutes due to queue. I was ok with the wait. They broke for lunch at 1. They came back at 2. I exited after payment at 3.

That is a lot of 45 minutes.",Suzuki Sethi Motors (Town Morr),0
1 star off for the absurdly high prices for parts. The staff and everyone else was awesome.,HONDA Township,0
Informative,HONDA Gateway,1
Personalized services and professional staff. Expanding their work area now adays. More space will be available,Suzuki Sethi Motors (Town Morr),1
Very good service  thanks to omer Khalid Bhai ??,HONDA Township,1
Good workshop,HONDA Township,1
Awesome Customer Service. Nice environment. Easily Accessible,HONDA RingRoad,1
Great experience,HONDA Point,1
Excellent services. Love the staff specially manager Mr. Subhan,Suzuki Mini Motors (Gulberg 3),1
It's the best company of Honda...!,HONDA Gateway,1
Nice for buying car,Suzuki Adil Zafar Motors,1
Amazing experience operative staff ,HONDA Township,1
Good advices which are beneficial for customer,Suzuki Khalid Motors (Link Ferozpur),1
"Their services are good
What I guess is they try to increase you bills",Suzuki Sethi Motors (Town Morr),1
"In my opinion, ""satisfaction guaranteed"" good trained and experienced staff. Prices are  high but skilled persons",Suzuki Mini Motors (Gulberg 3),1
Mini Motors is perhaps the best Suzuki car service workshop in Lahore. Professional staff and efficient delivery.,Suzuki Mini Motors (Gulberg 3),1
"Very very poor experience, 3rd class quality, dont know anything only say 'yeh naya lage ga' and the worker who service my car was very dishonest and 2 number",Suzuki Raiwind Motors (Raiwind Rd),0
"You can get any of your Suzuki car fixed or u can buy some of the Suzuki cars here...
Thx 4 reading please like.
Regards",Suzuki Khalid Motors (Link Ferozpur),1
Very well staff,Suzuki Raiwind Motors (Raiwind Rd),1
Staff working there tries to cheat the customer. They charge extra amount in some way or the other.,HONDA Point,0
"First time went there, staff was courteous, they gave a free of charge advice to test out the car and gave some pointers.",HONDA Township,1
Fantastic but little bit traffic,HONDA Point,1
Excellent service competent and co operative staff only one drawback is location near railway track and due to this traffic jam,Suzuki Mini Motors (Gulberg 3),1
Service is Good as per people saying,Suzuki Raiwind Motors (Raiwind Rd),1
Very expensive but good service,Suzuki Raiwind Motors (Raiwind Rd),0
"FFI in only 16 minutes.
Great service",Suzuki Mini Motors (Gulberg 3),1
Very unprofessional staff. Miscommunicates and misbehaves with the customers.,Suzuki Raiwind Motors (Raiwind Rd),0
Good service nice staff,HONDA Fort,1
Very worst place ever visited. I will recommend people to not visit this place. Sethi motors or mini motors much much much better then them.,Suzuki Khalid Motors (Link Ferozpur),0
Very Professional Staff. GOOD Tea and Coffee For Customers,HONDA Township,1
They are expensive in comparison with product,HONDA Fort,0
Big level dealership with lOw commitments...,Suzuki Raiwind Motors (Raiwind Rd),0
Bad service. Maintenance level not good. Mechanics buy parts from their stores in cheap and sell it on high price without providing any invoice.,Suzuki Mini Motors (Gulberg 3),0
Though the weather was too hot but I really enjoyed it. I especially admire the cooperative staff of M/s Khalid Motors,Suzuki Khalid Motors (Link Ferozpur),1
Buy new car and workshop,Suzuki Raiwind Motors (Raiwind Rd),1
Poor customer relationship,HONDA Gateway,0
Great works very satisfied performance than othrr Suzuki dealerships and the big thing is rates are reasonable and less than others.,Suzuki Mini Motors (Gulberg 3),1
"Huge workshop, all suzuki car parts available, recommended for suzuki owners.
Recommended for all time maintenance of suzuki cars.",Suzuki Sethi Motors (Town Morr),1
4 star because denting painting and repair department is excellent but service and normal check up is worst experience,Suzuki Mini Motors (Gulberg 3),1
Good workers. But paint Shops staff is very arrogant.,Suzuki Khalid Motors (Link Ferozpur),1
Cooperative Staff. Nice place to purchase Honda products.,HONDA Fort,1
"Good place with reasonable prices. However, my car has always been serviced by this place, and yet I found the battery water running dry and cabin filter requiring replacement when these guys should've recommended these during routine services.",Suzuki Sethi Motors (Town Morr),1
Good experience,HONDA Township,1
"Pathetic service. Thugs and looters. Destroyed AC of my new car,  delayed stuff for 6 months till my insurance expired then gave me a plan of Rs 100 000 to fix it. And cherry on the cake, ""chori with sina zori""",Suzuki Adil Zafar Motors,0
"Very Bad and Pathetic Experience. Would not recommend anyone going there.

Went to Suzuki Mini Motors another branch named Suzuki Pine Avenue Motors.

Went there and got x2 cars booked Alto VXR on different names and different bank drafts. But they called us back after few days that our booking has been withdrawn as suzuki believes that we are investors. They even charged us the insurance fee for both cars as according to their new policy they will charge insurance fee i.e. 2% of invoice price just to avoid investors.",Suzuki Mini Motors (Gulberg 3),0
They don t guide properly. They take a lot of money on the name of useless packages,Suzuki Raiwind Motors (Raiwind Rd),0
Good place for car purchase and repairing,HONDA Township,1
Very professional staff with good techniques and skills,Suzuki Mini Motors (Gulberg 3),1
