wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
"Hafiz Sadan, in the mechanical dept is a legend",HONDA Gateway,,,Negative,0.5109592678022723
Vary poor service. Delay in repair of my car.,HONDA Gateway,,,Negative,0.6054037653776139
Service standard is good and minimum waiting time,HONDA Gateway,,,Positive,0.558485538257406
Honda 3S dealers Usually goes there for Honda oil change n repairs. Today 2nd  time had bad experience and forced me to write review. Left without oil change nobody attended n given excuse that I locked my car. Complained was register but very casual attitude. Least bother. Workers attitude below standard. Need owners n higher management involvement.,HONDA Gateway,,,Negative,0.5791296396742487
Just fine,HONDA Gateway,,,,
Nice place,HONDA Gateway,,,,
Lanti 3 s dealer,HONDA Gateway,,,Negative,0.5109592678022723
"Excellent staff and very cooperative
Loved the experience and support they did for me to hand over the car",HONDA Gateway,,,Positive,0.5605095530746993
Cool,HONDA Gateway,,,,
"Highly recommended to others
Mubashir bhai pit 28 is great person
Mechanical department",HONDA Gateway,,,Positive,0.5605095530746993
Admiring,HONDA Gateway,,,,
The rates of spare parts and charges of mechanical work are very expensive than the market,HONDA Gateway,,,Negative,0.5791296396742487
"I am maintaining both my cars from Honda gateway. One of the better facilities by Honda in lahore.i highly recommend it especially for those who own 2016 and onward models.
Avoid break time from 1:00 p.m to 2:00 p.m. as with all Honda dealership. Closing time is 6:00 p.m.",HONDA Gateway,,,Positive,0.5605095530746993
Theres a break from 1-2 dont go during these hours or else youll waste alot of time.,HONDA Gateway,,,Negative,0.5109592678022723
They have competent people.  However they take much time for repair etc due to rush. Timings of workshop is also short 9:00 to 5:30 PM. It very difficult to meet these timings at such out of way workshop.,HONDA Gateway,,,Negative,0.5109592678022723
Very costly,HONDA Gateway,,,Negative,0.5109592678022723
Excellent Services,HONDA Gateway,,,Positive,0.5605095530746993
Excellent place to buy Honda cars,HONDA Gateway,,,Positive,0.5605095530746993
Such a great place.,HONDA Gateway,,,Positive,0.5605095530746993
Nest place for Honda tuneup,HONDA Gateway,,,Negative,0.5109592678022723
data nice,HONDA Gateway,,,,
Nice experience. Smooth drive.,HONDA Gateway,,,Negative,0.5109592678022723
Perfect place.,HONDA Gateway,,,Positive,0.5605095530746993
Alas,HONDA Gateway,,,,
Improved service,HONDA Gateway,,,Negative,0.5113101318982131
Good service,HONDA Gateway,,,Positive,0.5881235813232714
Professional staff and timely response,HONDA Gateway,,,Positive,0.5605095530746993
Very Good,HONDA Gateway,,,,
"Good service, great atmosphere.. yet i m not giving 5 stars because  of not enough waiting area / waiting lounge space for customers and also they take more than an hour just to replace brake pads, a job which could be done within half an hour.",HONDA Gateway,,,Positive,0.610285073989355
Gateway Honda Showroom staff cooperative helpfull those interested to buy repair routeen service should visit and have personal exprience .Regards,HONDA Gateway,,,Negative,0.5113101318982131
Easy access,HONDA Gateway,,,Negative,0.5109592678022723
Good,HONDA Gateway,,,,
He didn't use  good quality in his car secpsenshion,HONDA Gateway,,,Positive,0.5895584692427674
Very good atmosphere.,HONDA Gateway,,,Positive,0.5605095530746993
Honda service center,HONDA Gateway,,,Negative,0.5113101318982131
"Good dealer, helpful staff",HONDA Gateway,,,Positive,0.5895584692427674
Excellent service ? ,HONDA Gateway,,,Positive,0.5881235813232714
Professionals,HONDA Gateway,,,Negative,0.5109592678022723
Ripoffs they r a shame for using Honda name and should be black listed because they dont know what they r doing,HONDA Gateway,,,Negative,0.5109592678022723
my home,HONDA Gateway,,,,
Facilitates good,HONDA Gateway,,,Positive,0.5605095530746993
Good dealing when you're a buyer but worst at support and maintenance,HONDA Gateway,,,Negative,0.5088887958765483
Very costly,HONDA Gateway,,,Negative,0.5109592678022723
Last week I bought Honda Turbo. Honda Gateway has a terrible customer service. I am trying to launch a complaint against them with Atlas Honda.,HONDA Gateway,,,Negative,0.6054037653776139
Nice,HONDA Gateway,,,,
Well trained and experienced staff.,HONDA Gateway,,,Negative,0.5109592678022723
Honda official outlet and service center.,HONDA Gateway,,,Negative,0.5113101318982131
"my friends so i have been treated as VIP there, otherwise they are good in service and maintenance, once they were best in town",HONDA Gateway,,,Positive,0.610285073989355
Good services,HONDA Gateway,,,Positive,0.5605095530746993
Good Service,HONDA Gateway,,,Positive,0.5881235813232714
"I Was There For Changing My Car Door Glass..
Very Responsible Staff..",HONDA Gateway,,,Negative,0.5109592678022723
They don't give mats with the new Honda car and the jack is also given with 660CC which is very light for Honda Civic.,HONDA Gateway,,,Negative,0.5109592678022723
They are expensive than the other ones in terms of labour charges. They even charge for oil change while many other Honda centres do not.,HONDA Gateway,,,Negative,0.5791296396742487
From the front,HONDA Gateway,,,Negative,0.5109592678022723
Not very responsive. Only one guy hassan was good and friendly. All the other staff very rude. They will also ask you for things your car doesn't require just to make money,HONDA Gateway,,,Positive,0.5321214989757779
It is always great to visit Honda Gateway !!,HONDA Gateway,,,Positive,0.5605095530746993
Efficient staff. Peace of mind. Relax in the waiting area while they refresh your car.,HONDA Gateway,,,Positive,0.5605095530746993
Good experience,HONDA Gateway,,,Positive,0.5605095530746993
authentic but extremely expensive,HONDA Gateway,,,Negative,0.5791296396742487
Overall staff is cooperative,HONDA Gateway,,,Negative,0.5109592678022723
Its one of the 5 honda atlas car dealers in lahore.,HONDA Gateway,,,Negative,0.5109592678022723
"Went there for the first time!  When we reached there, it was there lunch brake but still they entertained us and showed us around the showroom. The best thing was that the staff was very honest and co-operative.",HONDA Gateway,,,Positive,0.5605095530746993
"Went here to paint bumpers, a door and panel but work was average like the work has been done by a local and small workshop. But charges were very high.",HONDA Gateway,,,Negative,0.5109592678022723
Honda doesn't care about their customer probably because they have monopoly in Pakistan due to low or less competition. Warranty claims are the biggest issue especially for civic and their staff is also not trained and hardly know technical details to satisfy customers by addressing their queries.,HONDA Gateway,,,Negative,0.5791296396742487
I've tried their body shop. Professional and hardworking staff that make sure you leave satisfied.,HONDA Gateway,,,Positive,0.5895584692427674
Better than all other honda places,HONDA Gateway,,,Negative,0.5109592678022723
Staff is very cooperative...,HONDA Gateway,,,Negative,0.5109592678022723
Very nice and friendly service staff.,HONDA Gateway,,,Positive,0.5881235813232714
"I order civic January 2020 , and I was told that I can have my car between 13 th and 16 th  but it was All lies , then they told me it will be ready on 21 st that didn't occur and today is 22nd and they are not giving me any answer they just took my money and after no sales service . Not a good place to buy car the sales man I am dealing with his name is Manzar",HONDA Gateway,,,Positive,0.558485538257406
But quite bz,HONDA Gateway,,,Negative,0.5109592678022723
A Honda cars sale and after sale service,HONDA Gateway,,,Negative,0.5113101318982131
Good,HONDA Gateway,,,,
50.   50,HONDA Gateway,,,,
"They are good in support and services however, they charge extra on credit cards payments.",HONDA Gateway,,,Positive,0.5605095530746993
Good Showroom with excellent service of Honda.,HONDA Gateway,,,Positive,0.610285073989355
Good,HONDA Gateway,,,,
good,HONDA Gateway,,,,
High Rate uffffff,HONDA Gateway,,,Negative,0.5109592678022723
Great service,HONDA Gateway,,,Positive,0.5881235813232714
Great Service,HONDA Gateway,,,Positive,0.5881235813232714
Good service,HONDA Gateway,,,Positive,0.5881235813232714
Good one,HONDA Gateway,,,,
"If you are going fot first second or third service of your new car , don't expect they will thoroughly inspect your car.

The only thing they will do is oil change and nut-bolt tight. Where as procedure includes tyre pressure check , battery electrolyte check, lights check etc ( I AM REFERRING TO 3RD SERVICE ). delaying tactic is also used ......!",HONDA Gateway,,,Negative,0.5113101318982131
Its ok,HONDA Gateway,,,,
"Great staff.
Very professional and swift service.
Perfect place for Routine maintenance.
Be careful on Going on friday since the break can get a little longer than usual.
But all the way excellent work.

The parking is very spacious.
And the maintenance area is also very easily accessible. The left door leads to the garage.",HONDA Gateway,,,Positive,0.6285660662212359
"Good experience, charges are a bit on the higher side but expect and recieve professional, and standardized service for all aspect related to the maintenance of your vehicle. Nearly every part, accesory and maintenance related item is available inside. If you use any other oils/filter brands be sure to bring those along with yourself before service. The place is not necessarily limited for Hondas but you can bring other make/brands as well if you want service, however parts will be provided only for Honda vehicles. Car wash services are no longer provided separtely.",HONDA Gateway,,,Positive,0.5787191802510973
Good place to buy new Honda car,HONDA Gateway,,,Positive,0.5605095530746993
"A busy honda dealership 1 km from Thokar on Multan road. Can get spares, accessories, mechanical work of Honda cars.",HONDA Gateway,,,Negative,0.5109592678022723
Like it,HONDA Gateway,,,,
Good,HONDA Gateway,,,,
"Visited for a complaint and found the staff so much cooperative, specially Khalid Mehmood Manager Warranty Claims.",HONDA Gateway,,,Negative,0.5791296396742487
Good service.,HONDA Gateway,,,Positive,0.5881235813232714
One of the durtiest showroom of honda,HONDA Gateway,,,Negative,0.5109592678022723
Staff is humble and cooperative but prices are too high as if we are not customers but gold mines.,HONDA Gateway,,,Negative,0.5109592678022723
"Honestly Speaking, I am very much satisfied by the professional approach of Honda Gateway. I purchased Honda City and They always remain in contact with me by Following messages about service of my car",HONDA Gateway,,,Positive,0.5881235813232714
"Non professional people, poor conduct and suggested to not visit this place for car service and maintenance",HONDA Gateway,,,Negative,0.5089763875056554
"Was better,  but off these days due to some crises",HONDA Gateway,,,Negative,0.5109592678022723
Expensive,HONDA Gateway,,,,
I think bit expensive and quality of service need to be improved alot.,HONDA Gateway,,,Positive,0.5316693354498528
"Good management and process, they also have extended hour services",HONDA Gateway,,,Positive,0.5605095530746993
No customer care,HONDA Gateway,,,Negative,0.5109592678022723
"Poor Customer Services. Overcharge for parts and labour. Local car garage service is way better than them. It's easy to find genuine parts at much lower cost. Even if we pay 6000 for 3 hour labour they must not charge extra for parts.
Purchase your parts from good source yourself and find good local garage for maintenance. For single spray of WD-40 they'll charge you for the whole bottle.",HONDA Gateway,,,Positive,0.5222031551003499
Nice service,HONDA Gateway,,,Negative,0.5113101318982131
Nice dealership,HONDA Gateway,,,Negative,0.5109592678022723
It was nice,HONDA Gateway,,,Negative,0.5109592678022723
Nice,HONDA Gateway,,,,
"Worst experience when visited for first free inspection of car on Honda gateway, they charged just for checking water level, first inspection is free from honda, but they said oh you are few days late so you have to pay.... it's better to visit any other honda service center...",HONDA Gateway,,,Negative,0.5773647462757812
Very very good place,HONDA Gateway,,,Positive,0.5605095530746993
Poor services,HONDA Gateway,,,Negative,0.5791296396742487
Too much expensive,HONDA Gateway,,,Negative,0.5791296396742487
Nice place for car workshop,HONDA Gateway,,,Negative,0.5109592678022723
Nice place,HONDA Gateway,,,,
Good customer care services,HONDA Gateway,,,Positive,0.5605095530746993
Honda Gate Way a caring place,HONDA Gateway,,,Negative,0.5109592678022723
Bad experience,HONDA Gateway,,,Negative,0.5791296396742487
This Honda sales and service center is facilitating the customers well.,HONDA Gateway,,,Negative,0.5113101318982131
Good service however they charge 2.5% on if you settle your bill using credit card. Plus there is no cafe or canteen to buy drink or tea. These are only flaws,HONDA Gateway,,,Positive,0.5881235813232714
Great Honda dealership.,HONDA Gateway,,,Positive,0.5605095530746993
Exceptionally poor customer service (and expensive....),HONDA Gateway,,,Negative,0.6054037653776139
They will offer their fine services til you ask for some warranty claim? ,HONDA Gateway,,,Negative,0.5109592678022723
They must make sure that their workers are treated like customers!,HONDA Gateway,,,Negative,0.5109592678022723
Very courteous staff,HONDA Gateway,,,Negative,0.5109592678022723
"Grade A work, Always",HONDA Gateway,,,Negative,0.5109592678022723
professional,HONDA Gateway,,,Positive,0.5605095530746993
I have go to some worked for my car.,HONDA Gateway,,,Negative,0.5109592678022723
Poor yet expensive services,HONDA Gateway,,,Negative,0.6066514453560247
Nice place for honda cars,HONDA Gateway,,,Negative,0.5109592678022723
Wow,HONDA Gateway,,,,
?? ,HONDA Gateway,,,,
Worst staff ever. Especially the head lady is extremely ill-mannered.,HONDA Gateway,,,Negative,0.5791296396742487
Honda cars authorized sales & service center in Lahore,HONDA Gateway,,,Negative,0.5113101318982131
Mr. Mazar is very cooperative person,HONDA Gateway,,,Negative,0.5109592678022723
one of the expensive place to maintain your car.Nothing speciall they are just looting public with 4 hands.,HONDA Gateway,,,Negative,0.5791296396742487
Low quality service.,HONDA Gateway,,,Positive,0.5881235813232714
Nice waiting area,HONDA Gateway,,,Negative,0.5109592678022723
A nice and comfy place for freebees.,HONDA Gateway,,,Negative,0.5109592678022723
Healthier,HONDA Gateway,,,,
"This Honda's 3 S dealership which provides sales, service and spare part for Honda Civic and Honda City. Located on Multan Road (South).",HONDA Gateway,,,Negative,0.5113101318982131
Excellent After sale Services.  Much much better than Honda City Sales.,HONDA Gateway,,,Positive,0.5605095530746993
Co-operative staff,HONDA Gateway,,,Negative,0.5109592678022723
Nice and professional people,HONDA Gateway,,,Positive,0.5605095530746993
Good,HONDA Gateway,,,,
satisfied,HONDA Gateway,,,,
Understaffed for the capacity of load they get. Staff supervision below standards.lazy lot that struggle with tools and does 20 mins job in 45 mins.,HONDA Gateway,,,Negative,0.5109592678022723
Best,HONDA Gateway,,,,
Well organized.  I like it.,HONDA Gateway,,,Negative,0.5109592678022723
"If you have a Honda. Get to this place the place can hold up to 30-35 cars at a time. The service is more than satisfactory. Waiting area is good.
Slight problem of people not queuing and just getting in. Bouncers should be available as staff people are unable to handle such situations.",HONDA Gateway,,,Negative,0.5089763875056554
Cooperative staff,HONDA Gateway,,,Negative,0.5109592678022723
Nice,HONDA Gateway,,,,
Not expensive,HONDA Gateway,,,Negative,0.5791296396742487
"Not very professionals, expensive",HONDA Gateway,,,Negative,0.5791296396742487
3S service provider. Good professional staff,HONDA Gateway,,,Positive,0.5881235813232714
Not fair dealing,HONDA Gateway,,,Negative,0.5109592678022723
Good,HONDA Gateway,,,,
Good services but too much rush.,HONDA Gateway,,,Positive,0.5605095530746993
Grate Honda showroom and best service,HONDA Gateway,,,Positive,0.5881235813232714
